Player,Team,Position,Total Snaps,Off Snaps,Off Snap Pct,Def Snaps,Def Snap Pct,ST Snaps,ST Snap Pct
23-J.Haden,CLE,DB,1161,0,0.0%,1022,87.8%,139,29.8%
39-H.Abdullah,KC,DB,1159,0,0.0%,1024,96.5%,135,30.8%
68-B.Giacomini,NYJ,OL,1151,1088,100%,0,0.0%,63,13.5%
60-D.Ferguson,NYJ,OL,1151,1088,100%,0,0.0%,63,13.5%
32-D.McCourty,NE,DB,1151,0,0.0%,998,91.6%,153,32.8%
21-K.Lewis,HOU,DB,1151,0,0.0%,1077,95.4%,74,16.0%
29-N.Allen,PHI,DB,1149,0,0.0%,1076,92.9%,73,14.1%
67-R.Sims,DET,OL,1149,1093,100%,0,0.0%,56,13.2%
57-M.Wilhoite,SF,LB,1145,0,0.0%,1014,96.8%,131,30.5%
71-J.Peters,PHI,OL,1145,1145,97.4%,0,0.0%,0,0.0%
77-T.Smith,DAL,OL,1144,1059,100%,0,0.0%,85,19.0%
72-T.Frederick,DAL,OL,1144,1059,100%,0,0.0%,85,19.0%
66-W.Colon,NYJ,OL,1143,1080,99.3%,0,0.0%,63,13.5%
56-D.Davis,NYJ,LB,1142,0,0.0%,1006,99.0%,136,29.1%
26-D.Landry,NYJ,DB,1141,0,0.0%,942,92.7%,199,42.6%
9-D.Brees,NO,QB,1140,1140,100%,0,0.0%,0,0.0%
73-M.Yanda,BAL,OL,1138,1064,98.9%,0,0.0%,74,16.5%
23-R.McLeod,LARM/STL,DB,1137,0,0.0%,1023,97.3%,114,25.1%
68-J.Britt,SEA,OL,1137,1057,99.9%,0,0.0%,80,18.6%
84-A.Brown,PIT,WR,1136,1061,95.5%,0,0.0%,75,16.1%
21-D.Trufant,ATL,DB,1136,0,0.0%,1076,99.4%,60,13.2%
78-C.Rinehart,SD,OL,1135,1067,100%,0,0.0%,68,15.2%
82-J.Witten,DAL,TE,1135,1047,98.9%,0,0.0%,88,19.7%
65-W.Beatty,NYG,OL,1133,1114,98.8%,0,0.0%,19,4.0%
99-J.Watt,HOU,DL,1133,9,0.8%,1050,93.0%,74,16.0%
66-S.Henderson,BUF,OL,1132,1062,100%,0,0.0%,70,14.9%
79-E.Pears,BUF,OL,1132,1062,100%,0,0.0%,70,14.9%
70-Z.Martin,DAL,OL,1131,1053,99.4%,0,0.0%,78,17.4%
77-N.Solder,NE,OL,1128,1038,91.8%,0,0.0%,90,19.3%
78-R.Clady,DEN,OL,1128,1052,93.3%,0,0.0%,76,15.4%
77-K.Dunlap,SD,OL,1126,1058,99.2%,0,0.0%,68,15.2%
57-C.Mosley,BAL,LB,1126,0,0.0%,1065,98.6%,61,13.6%
64-Z.Strief,NO,OL,1124,1059,92.9%,0,0.0%,65,14.7%
74-J.Staley,SF,OL,1121,1054,99.6%,0,0.0%,67,15.6%
50-C.Lofton,NO,LB,1120,0,0.0%,1044,97.4%,76,17.2%
29-X.Rhodes,MIN,DB,1120,0,0.0%,1027,94.9%,93,20.9%
43-G.Iloka,CIN,DB,1120,0,0.0%,1115,99.3%,5,1.1%
21-R.Mundy,CHI,DB,1120,0,0.0%,945,90.7%,175,40.2%
70-B.Massie,ARI,OL,1119,1059,100%,0,0.0%,60,13.5%
68-J.Veldheer,ARI,OL,1119,1059,100%,0,0.0%,60,13.5%
55-J.Walton,NYG,OL,1118,1118,99.1%,0,0.0%,0,0.0%
77-C.Glenn,BUF,OL,1116,1046,98.5%,0,0.0%,70,14.9%
77-J.Greco,CLE,OL,1114,1050,100%,0,0.0%,64,13.7%
75-J.Bitonio,CLE,OL,1114,1050,100%,0,0.0%,64,13.7%
73-J.Thomas,CLE,OL,1114,1050,100%,0,0.0%,64,13.7%
72-M.Schwartz,CLE,OL,1114,1050,100%,0,0.0%,64,13.7%
70-J.James,MIA,OL,1113,1038,94.8%,0,0.0%,75,16.6%
66-C.Chester,WAS,OL,1110,1051,99.7%,0,0.0%,59,12.7%
10-E.Manning,NYG,QB,1109,1109,98.3%,0,0.0%,0,0.0%
55-C.Myers,HOU,OL,1107,1100,99.2%,0,0.0%,7,1.5%
53-M.Pouncey,PIT,OL,1106,1104,99.4%,0,0.0%,2,0.4%
7-B.Roethlisberger,PIT,QB,1105,1104,99.4%,0,0.0%,1,0.2%
26-R.Moore,DEN,DB,1105,0,0.0%,1054,97.5%,51,10.4%
52-D.Harris,NYJ,LB,1103,0,0.0%,1010,99.4%,93,19.9%
42-B.Church,DAL,DB,1102,0,0.0%,890,86.7%,212,47.4%
27-G.Quin,DET,DB,1101,0,0.0%,1038,99.3%,63,14.9%
77-A.Whitworth,CIN,OL,1101,1029,96.9%,0,0.0%,72,15.8%
26-T.Jennings,CHI,DB,1101,0,0.0%,1006,96.5%,95,21.8%
54-D.Levy,DET,LB,1100,0,0.0%,1045,100%,55,13.0%
50-R.Ninkovich,NE,DL,1099,0,0.0%,1021,93.8%,78,16.7%
65-C.Boling,CIN,OL,1099,1062,100%,0,0.0%,37,8.1%
69-D.Bakhtiari,GB,OL,1098,1007,95.9%,0,0.0%,91,20.3%
60-B.Jones,HOU,OL,1096,1047,94.4%,0,0.0%,49,10.6%
52-K.Mack,OAK,LB,1095,0,0.0%,994,89.0%,101,20.3%
70-W.Richburg,NYG,OL,1095,1035,91.8%,0,0.0%,60,12.7%
9-M.Stafford,DET,QB,1093,1093,100%,0,0.0%,0,0.0%
76-S.Vollmer,NE,OL,1092,1005,88.9%,0,0.0%,87,18.7%
18-P.Manning,DEN,QB,1092,1092,96.8%,0,0.0%,0,0.0%
69-D.Dotson,TB,OL,1090,979,98.6%,0,0.0%,111,25.5%
91-D.Morgan,TEN,LB,1089,0,0.0%,1004,88.0%,85,18.2%
75-M.Kalil,MIN,OL,1088,1023,100%,0,0.0%,65,14.6%
61-R.Bodine,CIN,OL,1088,1061,99.9%,0,0.0%,27,5.9%
83-H.Miller,PIT,TE,1087,1081,97.3%,0,0.0%,6,1.3%
90-J.Mauga,KC,LB,1087,0,0.0%,1005,94.7%,82,18.7%
68-Z.Beadles,JAC,OL,1087,1037,100%,0,0.0%,50,10.7%
31-R.Mathis,DET,DB,1083,0,0.0%,1023,97.9%,60,14.2%
64-S.Satele,MIA,OL,1082,1075,98.2%,0,0.0%,7,1.6%
62-T.Larsen,ARI,OL,1082,1040,98.2%,0,0.0%,42,9.5%
39-B.Carr,DAL,DB,1081,0,0.0%,1000,97.4%,81,18.1%
77-A.Howard,OAK,OL,1080,1029,99.9%,0,0.0%,51,10.3%
38-R.Parker,KC,DB,1079,0,0.0%,1011,95.3%,68,15.5%
37-J.Cyprien,JAC,DB,1078,0,0.0%,982,87.7%,96,20.6%
32-K.Vaccaro,NO,DB,1076,6,0.5%,981,91.5%,89,20.1%
24-C.Munnerlyn,MIN,DB,1076,0,0.0%,1062,98.2%,14,3.2%
36-R.Blanton,MIN,DB,1076,0,0.0%,948,87.6%,128,28.8%
21-B.Grimes,MIA,DB,1076,0,0.0%,1013,95.7%,63,14.0%
57-V.Rey,CIN,LB,1076,0,0.0%,933,83.1%,143,31.4%
77-B.Bell,CAR,OL,1076,1009,91.4%,0,0.0%,67,14.9%
52-A.Ogletree,LARM/STL,LB,1075,0,0.0%,1043,99.2%,32,7.0%
94-C.Jordan,NO,DL,1075,0,0.0%,999,93.2%,76,17.2%
61-R.Hudson,KC,OL,1075,1007,100%,0,0.0%,68,15.5%
72-E.Fisher,KC,OL,1075,1006,99.9%,0,0.0%,69,15.8%
41-R.Harper,CAR,DB,1075,0,0.0%,924,89.9%,151,33.5%
67-R.Kalil,CAR,OL,1075,1075,97.4%,0,0.0%,0,0.0%
63-C.Linsley,GB,OL,1074,1050,100%,0,0.0%,24,5.3%
12-A.Luck,IND,QB,1072,1072,92.8%,0,0.0%,0,0.0%
65-R.Leary,DAL,OL,1072,991,93.6%,0,0.0%,81,18.1%
54-A.Williamson,TEN,LB,1070,0,0.0%,813,71.3%,257,54.9%
53-J.Zuttah,BAL,OL,1070,1069,99.3%,0,0.0%,1,0.2%
5-J.Flacco,BAL,QB,1070,1070,99.4%,0,0.0%,0,0.0%
23-T.Brown,OAK,DB,1069,0,0.0%,961,86.0%,108,21.7%
88-G.Olsen,CAR,TE,1069,1067,96.6%,0,0.0%,2,0.4%
50-L.Foote,ARI,LB,1068,0,0.0%,994,93.9%,74,16.7%
76-D.Fluker,SD,OL,1067,1020,95.6%,0,0.0%,47,10.5%
72-D.Penn,OAK,OL,1067,1017,98.7%,0,0.0%,50,10.1%
59-L.Kuechly,CAR,LB,1066,0,0.0%,989,96.2%,77,17.1%
17-R.Tannehill,MIA,QB,1065,1065,97.3%,0,0.0%,0,0.0%
73-Z.Fulton,KC,OL,1065,997,99.0%,0,0.0%,68,15.5%
2-M.Ryan,ATL,QB,1064,1064,98.4%,0,0.0%,0,0.0%
12-T.Brady,NE,QB,1062,1062,93.9%,0,0.0%,0,0.0%
72-J.Barksdale,LARM/STL,OL,1060,994,99.0%,0,0.0%,66,14.5%
25-R.Sherman,SEA,DB,1059,0,0.0%,965,98.7%,94,21.8%
26-J.Evans,JAC,DB,1059,0,0.0%,968,86.4%,91,19.5%
70-E.Wood,BUF,OL,1059,1059,99.7%,0,0.0%,0,0.0%
63-L.Sendlein,ARI,OL,1059,1059,100%,0,0.0%,0,0.0%
26-A.Rolle,NYG,DB,1058,0,0.0%,1049,99.5%,9,1.9%
75-J.Mewhort,IND,OL,1058,986,85.4%,0,0.0%,72,14.9%
10-D.Hopkins,HOU,WR,1057,1053,95.0%,1,0.1%,3,0.6%
42-M.Burnett,GB,DB,1057,0,0.0%,943,86.3%,114,25.4%
3-R.Wilson,SEA,QB,1054,1054,99.6%,0,0.0%,0,0.0%
21-H.Clinton-Dix,GB,DB,1054,0,0.0%,941,86.1%,113,25.2%
52-D.Jackson,IND,LB,1053,0,0.0%,988,94.2%,65,13.4%
91-R.Kerrigan,WAS,LB,1052,0,0.0%,975,94.4%,77,16.6%
78-K.Lichtensteiger,WAS,OL,1052,1051,99.7%,0,0.0%,1,0.2%
17-P.Rivers,SD,QB,1052,1052,98.6%,0,0.0%,0,0.0%
21-P.Peterson,ARI,DB,1052,0,0.0%,969,91.5%,83,18.7%
75-K.Long,CHI,OL,1051,994,93.9%,0,0.0%,57,13.1%
7-C.Kaepernick,SF,QB,1049,1049,99.1%,0,0.0%,0,0.0%
97-E.Griffen,MIN,DL,1048,0,0.0%,967,89.4%,81,18.2%
90-J.Pierre-Paul,NYG,DL,1047,0,0.0%,960,91.1%,87,18.4%
36-D.Swearinger,HOU,DB,1047,0,0.0%,1018,90.2%,29,6.3%
31-A.Cromartie,ARI,DB,1047,0,0.0%,987,93.2%,60,13.5%
94-L.Timmons,PIT,LB,1045,0,0.0%,977,98.7%,68,14.6%
79-B.Brooks,HOU,OL,1045,984,88.7%,0,0.0%,61,13.2%
93-J.Worilds,PIT,LB,1044,0,0.0%,978,98.8%,66,14.2%
29-M.Adams,IND,DB,1044,0,0.0%,1014,96.7%,30,6.2%
71-R.Wagner,BAL,OL,1044,971,90.2%,0,0.0%,73,16.3%
61-S.Wisniewski,OAK,OL,1042,1010,98.1%,0,0.0%,32,6.4%
51-D.Smith,BAL,LB,1042,0,0.0%,1042,96.5%,0,0.0%
23-D.Slay,DET,DB,1041,0,0.0%,1011,96.7%,30,7.1%
55-J.Laurinaitis,LARM/STL,LB,1040,0,0.0%,1040,99.0%,0,0.0%
53-J.McClain,NYG,LB,1040,0,0.0%,972,92.2%,68,14.3%
41-A.Bethea,SF,DB,1039,0,0.0%,1039,99.2%,0,0.0%
21-S.Smith,KC,DB,1038,0,0.0%,1036,97.6%,2,0.5%
33-E.Gaines,LARM/STL,DB,1037,0,0.0%,935,89.0%,102,22.5%
20-D.Lowery,ATL,DB,1037,0,0.0%,1029,95.0%,8,1.8%
35-D.McCray,JAC,DB,1035,0,0.0%,811,72.4%,224,48.1%
80-L.Toilolo,ATL,TE,1034,940,87.0%,0,0.0%,94,20.8%
50-J.Houston,KC,LB,1033,0,0.0%,1032,97.3%,1,0.2%
73-R.Foster,PIT,OL,1032,963,86.7%,0,0.0%,69,14.8%
51-D.Raiola,DET,OL,1032,1024,93.7%,0,0.0%,8,1.9%
18-J.Maclin,PHI,WR,1031,1022,86.9%,0,0.0%,9,1.7%
14-A.Dalton,CIN,QB,1031,1031,97.1%,0,0.0%,0,0.0%
65-J.Sullivan,MIN,OL,1029,972,95.0%,0,0.0%,57,12.8%
14-S.Watkins,BUF,WR,1029,1027,96.7%,0,0.0%,2,0.4%
76-L.Joeckel,JAC,OL,1028,982,94.7%,0,0.0%,46,9.9%
23-M.Mitchell,PIT,DB,1027,0,0.0%,958,96.8%,69,14.8%
29-E.Thomas,SEA,DB,1026,0,0.0%,958,98.0%,68,15.8%
88-D.Thomas,DEN,WR,1026,1021,90.5%,0,0.0%,5,1.0%
38-M.Gilchrist,SD,DB,1025,0,0.0%,988,94.3%,37,8.3%
39-D.Amerson,WAS,DB,1024,0,0.0%,903,87.4%,121,26.0%
98-C.Barwin,PHI,LB,1023,0,0.0%,1007,87.0%,16,3.1%
24-D.Revis,NE,DB,1023,0,0.0%,1011,92.8%,12,2.6%
23-P.Chung,NE,DB,1023,0,0.0%,839,77.0%,184,39.5%
71-J.Sitton,GB,OL,1023,995,94.8%,0,0.0%,28,6.2%
78-G.Cherilus,IND,OL,1020,950,82.3%,0,0.0%,70,14.5%
38-T.Williams,GB,DB,1016,0,0.0%,1012,92.6%,4,0.9%
96-C.Dunlap,CIN,DL,1015,0,0.0%,943,84.0%,72,15.8%
70-C.Warmack,TEN,OL,1013,964,99.8%,0,0.0%,49,10.5%
25-R.Clark,WAS,DB,1011,0,0.0%,1011,97.9%,0,0.0%
10-E.Sanders,DEN,WR,1011,1000,88.7%,0,0.0%,11,2.2%
97-C.Heyward,PIT,DL,1010,0,0.0%,858,86.7%,152,32.7%
75-B.Bulaga,GB,OL,1009,926,88.2%,0,0.0%,83,18.5%
70-J.Matthews,ATL,OL,1009,944,87.3%,0,0.0%,65,14.3%
92-D.Poe,KC,DL,1007,4,0.4%,944,89.0%,59,13.5%
43-T.Ward,DEN,DB,1007,0,0.0%,1003,92.8%,4,0.8%
75-J.Asamoah,ATL,OL,1006,945,87.4%,0,0.0%,61,13.5%
75-A.Boone,SF,OL,1005,941,88.9%,0,0.0%,64,14.9%
91-J.Collins,NE,LB,1004,0,0.0%,925,84.9%,79,17.0%
77-S.Lauvao,WAS,OL,1003,950,90.1%,0,0.0%,53,11.4%
59-W.Woodyard,TEN,LB,1003,0,0.0%,879,77.0%,124,26.5%
20-P.Cox,SF,DB,1003,0,0.0%,940,89.8%,63,14.7%
77-M.Iupati,SF,OL,1003,944,89.2%,0,0.0%,59,13.8%
25-C.Harris,DEN,DB,1002,0,0.0%,987,91.3%,15,3.0%
83-M.Bennett,CHI,TE,1002,954,90.1%,0,0.0%,48,11.0%
63-J.Blalock,ATL,OL,1001,970,89.7%,0,0.0%,31,6.8%
28-G.Toler,IND,DB,999,0,0.0%,965,92.0%,34,7.0%
72-K.Osemele,BAL,OL,998,936,87.0%,0,0.0%,62,13.8%
26-B.Breeland,WAS,DB,995,0,0.0%,863,83.5%,132,28.4%
54-L.David,TB,LB,995,0,0.0%,919,82.9%,76,17.4%
71-R.Reiff,DET,OL,995,941,86.1%,0,0.0%,54,12.8%
85-J.Cumberland,NYJ,TE,992,910,83.6%,0,0.0%,82,17.6%
70-T.Lang,GB,OL,992,947,90.2%,0,0.0%,45,10.0%
99-J.Casey,TEN,DL,989,0,0.0%,911,79.8%,78,16.7%
12-M.Sanu,CIN,WR,988,986,92.8%,0,0.0%,2,0.4%
10-R.Woods,BUF,WR,988,899,84.7%,0,0.0%,89,19.0%
4-D.Carr,OAK,QB,986,986,95.7%,0,0.0%,0,0.0%
22-W.Gay,PIT,DB,985,0,0.0%,858,86.7%,127,27.3%
36-K.Ishmael,ATL,DB,985,0,0.0%,806,74.4%,179,39.5%
81-M.Rivera,OAK,TE,983,818,79.4%,0,0.0%,165,33.2%
96-B.Robison,MIN,DL,983,0,0.0%,906,83.7%,77,17.3%
12-A.Rodgers,GB,QB,983,983,93.6%,0,0.0%,0,0.0%
23-A.Williams,BUF,DB,980,0,0.0%,903,83.1%,77,16.4%
63-S.Wells,LARM/STL,OL,979,976,97.2%,0,0.0%,3,0.7%
74-N.Mangold,NYJ,OL,979,979,90.0%,0,0.0%,0,0.0%
82-R.Randle,NYG,WR,979,961,85.2%,0,0.0%,18,3.8%
68-R.Harris,KC,OL,979,958,95.1%,0,0.0%,21,4.8%
89-D.Baldwin,SEA,WR,975,879,83.1%,0,0.0%,96,22.3%
53-J.Jenkins,MIA,LB,975,0,0.0%,899,85.0%,76,16.9%
91-T.Hali,KC,LB,975,0,0.0%,973,91.7%,2,0.5%
22-M.Forte,CHI,RB,975,975,92.1%,0,0.0%,0,0.0%
23-K.Fuller,CHI,DB,974,0,0.0%,858,82.3%,116,26.7%
53-C.Robertson,CLE,LB,973,0,0.0%,661,56.8%,312,67.0%
69-J.Allen,CHI,DL,972,0,0.0%,886,85.0%,86,19.8%
9-T.Romo,DAL,QB,971,971,91.7%,0,0.0%,0,0.0%
6-J.Cutler,CHI,QB,969,969,91.5%,0,0.0%,0,0.0%
27-J.Banks,TB,DB,968,0,0.0%,908,81.9%,60,13.8%
29-L.Hall,CIN,DB,968,0,0.0%,910,81.0%,58,12.7%
52-C.Matthews,GB,LB,967,0,0.0%,898,82.2%,69,15.4%
58-T.Davis,CAR,LB,967,0,0.0%,922,89.7%,45,10.0%
32-O.Scandrick,DAL,DB,966,0,0.0%,861,83.8%,105,23.5%
67-A.Levitre,TEN,OL,965,965,99.9%,0,0.0%,0,0.0%
20-C.Graham,BUF,DB,965,0,0.0%,778,71.6%,187,39.9%
29-S.Wright,SD,DB,964,0,0.0%,828,79.0%,136,30.4%
74-J.Bushrod,CHI,OL,964,921,87.0%,0,0.0%,43,9.9%
87-J.Nelson,GB,WR,963,959,91.3%,0,0.0%,4,0.9%
62-R.Wendell,NE,OL,960,880,77.8%,0,0.0%,80,17.2%
56-P.Riley,WAS,LB,958,0,0.0%,886,85.8%,72,15.5%
76-R.Saffold,LARM/STL,OL,958,916,91.2%,0,0.0%,42,9.3%
70-L.Mankins,TB,OL,957,910,91.6%,0,0.0%,47,10.8%
66-P.Omameh,TB,OL,957,902,90.8%,0,0.0%,55,12.6%
14-R.Cooper,PHI,WR,957,956,81.3%,0,0.0%,1,0.2%
19-B.LaFell,NE,WR,957,913,80.7%,0,0.0%,44,9.4%
17-A.Jeffery,CHI,WR,957,956,90.3%,0,0.0%,1,0.2%
81-A.Boldin,SF,WR,956,952,90.0%,0,0.0%,4,0.9%
18-R.Cobb,GB,WR,956,922,87.8%,0,0.0%,34,7.6%
65-L.Johnson,PHI,OL,955,888,75.5%,0,0.0%,67,12.9%
59-E.Lamur,CIN,LB,955,0,0.0%,888,79.1%,67,14.7%
21-G.Wilson,TEN,DB,954,0,0.0%,809,70.9%,145,31.0%
99-P.Kruger,CLE,LB,954,0,0.0%,899,77.2%,55,11.8%
27-D.Gratz,JAC,DB,951,0,0.0%,854,76.3%,97,20.8%
50-K.Wright,SEA,LB,946,0,0.0%,919,94.0%,27,6.3%
80-M.Floyd,SD,WR,946,942,88.3%,0,0.0%,4,0.9%
15-M.Floyd,ARI,WR,946,944,89.1%,0,0.0%,2,0.5%
65-B.Linder,JAC,OL,945,901,86.9%,0,0.0%,44,9.4%
35-E.Reid,SF,DB,943,0,0.0%,879,84.0%,64,14.9%
70-L.Bowanko,JAC,OL,943,922,88.9%,0,0.0%,21,4.5%
59-W.Mercilus,HOU,LB,942,0,0.0%,804,71.2%,138,29.8%
69-D.Joseph,LARM/STL,OL,940,874,87.1%,0,0.0%,66,14.5%
11-A.Smith,KC,QB,940,940,93.3%,0,0.0%,0,0.0%
58-C.Kirksey,CLE,LB,940,0,0.0%,684,58.8%,256,54.9%
21-A.Verner,TB,DB,939,0,0.0%,859,77.5%,80,18.3%
71-K.Biermann,ATL,LB,939,0,0.0%,848,78.3%,91,20.1%
84-J.Gresham,CIN,TE,938,875,82.4%,0,0.0%,63,13.8%
74-P.Fanaika,ARI,OL,936,891,84.1%,0,0.0%,45,10.1%
21-J.Jenkins,LARM/STL,DB,934,0,0.0%,836,79.5%,98,21.6%
76-R.Okung,SEA,OL,933,872,82.4%,0,0.0%,61,14.2%
26-L.Bell,PIT,RB,933,927,83.4%,0,0.0%,6,1.3%
91-F.Cox,PHI,DL,933,0,0.0%,921,79.5%,12,2.3%
84-L.Donnell,NYG,TE,932,866,76.8%,0,0.0%,66,13.9%
54-B.Marshall,DEN,LB,932,0,0.0%,870,80.5%,62,12.6%
62-E.Dietrich-Smith,TB,OL,931,928,93.5%,0,0.0%,3,0.7%
15-G.Tate,DET,WR,928,924,84.5%,0,0.0%,4,0.9%
80-A.Johnson,HOU,WR,927,926,83.5%,0,0.0%,1,0.2%
1-C.Newton,CAR,QB,927,927,84.0%,0,0.0%,0,0.0%
13-K.Benjamin,CAR,WR,926,925,83.8%,0,0.0%,1,0.2%
53-N.Bradham,BUF,LB,922,0,0.0%,806,74.1%,116,24.7%
50-O.Vernon,MIA,DL,920,0,0.0%,838,79.2%,82,18.2%
22-T.Jefferson,ARI,DB,920,0,0.0%,680,64.2%,240,54.1%
21-A.Talib,DEN,DB,919,0,0.0%,917,84.8%,2,0.4%
23-T.Newman,CIN,DB,918,0,0.0%,865,77.0%,53,11.6%
67-J.Pugh,NYG,OL,915,910,80.7%,0,0.0%,5,1.1%
52-K.Robinson,WAS,LB,914,0,0.0%,810,78.4%,104,22.4%
24-C.White,NO,DB,914,0,0.0%,758,70.7%,156,35.2%
52-J.Thomas,JAC,LB,914,0,0.0%,714,63.8%,200,42.9%
31-K.Chancellor,SEA,DB,913,0,0.0%,833,85.2%,80,18.6%
71-T.Williams,WAS,OL,912,877,83.2%,0,0.0%,35,7.5%
6-B.Hoyer,CLE,QB,911,911,86.8%,0,0.0%,0,0.0%
58-V.Miller,DEN,LB,910,0,0.0%,910,84.2%,0,0.0%
90-N.Suh,DET,DL,909,0,0.0%,851,81.4%,58,13.7%
25-C.Pryor,NYJ,DB,907,0,0.0%,679,66.8%,228,48.8%
97-C.Pace,NYJ,LB,906,0,0.0%,821,80.8%,85,18.2%
27-J.Wilson,MIA,DB,905,0,0.0%,781,73.8%,124,27.5%
83-V.Jackson,TB,WR,903,903,90.9%,0,0.0%,0,0.0%
88-D.Bryant,DAL,WR,902,896,84.6%,0,0.0%,6,1.3%
15-J.Kearse,SEA,WR,901,792,74.9%,0,0.0%,109,25.3%
63-D.Connolly,NE,OL,901,832,73.6%,0,0.0%,69,14.8%
28-K.Lewis,NO,DB,900,0,0.0%,900,84.0%,0,0.0%
59-T.Whitehead,DET,LB,900,0,0.0%,722,69.1%,178,42.1%
5-B.Bortles,JAC,QB,896,896,86.4%,0,0.0%,0,0.0%
33-M.Hyde,GB,DB,896,0,0.0%,704,64.4%,192,42.8%
93-C.Campbell,ARI,DL,894,0,0.0%,782,73.8%,112,25.2%
54-D.Hightower,NE,LB,893,0,0.0%,834,76.6%,59,12.7%
24-S.Gilmore,BUF,DB,891,0,0.0%,838,77.1%,53,11.3%
29-B.Roby,DEN,DB,888,0,0.0%,805,74.5%,83,16.9%
91-S.Richardson,NYJ,DL,887,3,0.3%,808,79.5%,76,16.3%
98-J.Odrick,MIA,DL,887,0,0.0%,807,76.3%,80,17.7%
37-S.Shields,GB,DB,887,0,0.0%,820,75.0%,67,14.9%
12-M.Colston,NO,WR,884,876,76.8%,0,0.0%,8,1.8%
74-C.Johnson,MIN,OL,884,863,84.4%,0,0.0%,21,4.7%
56-K.Dansby,CLE,LB,881,0,0.0%,814,69.9%,67,14.4%
26-B.Flowers,SD,DB,880,0,0.0%,816,77.9%,64,14.3%
51-B.Mingo,CLE,LB,880,0,0.0%,667,57.3%,213,45.7%
24-C.Sensabaugh,TEN,DB,878,0,0.0%,721,63.2%,157,33.5%
13-K.Allen,SD,WR,878,837,78.4%,0,0.0%,41,9.2%
56-J.Peppers,GB,LB,877,1,0.1%,808,73.9%,68,15.1%
72-M.Bennett,SEA,DL,876,0,0.0%,828,84.7%,48,11.1%
77-J.Carpenter,SEA,OL,876,816,77.1%,0,0.0%,60,13.9%
75-V.Wilfork,NE,DL,876,0,0.0%,802,73.6%,74,15.9%
50-T.Smith,JAC,LB,876,0,0.0%,705,62.9%,171,36.7%
12-J.Ross,DET,WR,876,709,64.9%,0,0.0%,167,39.5%
88-P.Garcon,WAS,WR,874,872,82.7%,0,0.0%,2,0.4%
72-T.Armstead,NO,OL,872,837,73.4%,0,0.0%,35,7.9%
84-R.White,ATL,WR,871,870,80.5%,0,0.0%,1,0.2%
91-C.Clemons,JAC,DL,871,0,0.0%,789,70.4%,82,17.6%
50-A.Hawk,GB,LB,871,0,0.0%,837,76.6%,34,7.6%
11-J.Jones,ATL,WR,871,868,80.3%,1,0.1%,2,0.4%
15-G.Jennings,MIN,WR,870,870,85.0%,0,0.0%,0,0.0%
94-R.Quinn,LARM/STL,DL,869,0,0.0%,786,74.8%,83,18.3%
58-T.Cole,PHI,LB,867,0,0.0%,800,69.1%,67,12.9%
