Player,Team,Position,Total Snaps,Off Snaps,Off Snap Pct,Def Snaps,Def Snap Pct,ST Snaps,ST Snap Pct
21-H.Clinton-Dix,GB,DB,1152,0,0.0%,1031,99.9%,121,27.3%
78-A.Villanueva,PIT,OL,1151,1083,100.0,0,0.0%,68,15.3%
9-D.Brees,NO,QB,1151,1151,100.0,0,0.0%,0,0.0%
76-M.Garcia,DEN,OL,1149,1080,100.0,0,0.0%,69,14.7%
66-D.DeCastro,PIT,OL,1148,1081,99.8%,0,0.0%,67,15.1%
61-M.Paradis,DEN,OL,1148,1080,100.0,0,0.0%,68,14.5%
53-A.Shipley,ARI,OL,1148,1148,99.7%,0,0.0%,0,0.0%
65-L.Taylor,GB,OL,1147,1086,99.8%,0,0.0%,61,13.8%
60-M.Unger,NO,OL,1146,1090,94.7%,0,0.0%,56,11.7%
54-B.Wagner,SEA,LB,1144,0,0.0%,1072,99.4%,72,16.4%
74-C.Clark,HOU,OL,1144,1079,96.1%,0,0.0%,65,14.5%
41-A.Bethea,SF,DB,1142,0,0.0%,1126,97.7%,16,3.2%
62-J.Kelce,PHI,OL,1141,1133,100.0,0,0.0%,8,1.8%
51-P.Posluszny,JAC,LB,1140,0,0.0%,1057,98.2%,83,17.0%
72-T.Frederick,DAL,OL,1139,1060,100.0,0,0.0%,79,17.9%
70-Z.Martin,DAL,OL,1139,1060,100.0,0,0.0%,79,17.9%
73-R.Okung,DEN,OL,1136,1067,98.8%,0,0.0%,69,14.7%
26-M.Barron,LARM/STL,LB,1135,0,#N/A,1086,#N/A,49,#N/A
77-A.Whitworth,CIN,OL,1135,1065,98.0%,0,0.0%,70,15.8%
75-B.Bulaga,GB,OL,1134,1058,97.2%,0,0.0%,76,17.2%
68-D.Free,DAL,OL,1133,1055,99.5%,0,0.0%,78,17.7%
73-R.Schraeder,ATL,OL,1132,1038,99.9%,0,0.0%,94,19.8%
37-R.Allen,ATL,DB,1131,0,0.0%,1101,99.1%,30,6.3%
65-C.Chester,ATL,OL,1131,1039,100.0,0,0.0%,92,19.4%
26-D.Stewart,DEN,DB,1130,0,0.0%,1087,94.5%,43,9.1%
24-J.Norman,WAS,DB,1129,0,0.0%,1059,96.3%,70,15.8%
20-S.Nelson,KC,DB,1129,0,0.0%,1012,90.4%,117,26.1%
64-R.Incognito,BUF,OL,1129,1059,99.5%,0,0.0%,70,15.1%
22-T.Jefferson,ARI,DB,1129,0,0.0%,928,86.3%,201,42.1%
54-Z.Orr,BAL,LB,1128,0,0.0%,961,91.9%,167,36.2%
11-C.Wentz,PHI,QB,1127,1127,99.5%,0,0.0%,0,0.0%
20-K.Coleman,CAR,DB,1127,0,0.0%,995,93.1%,132,27.5%
50-T.Smith,JAC,LB,1126,0,0.0%,1048,97.4%,78,16.0%
78-J.Conklin,TEN,OL,1125,1060,99.7%,0,0.0%,65,14.1%
3-J.Winston,TB,QB,1123,1123,98.6%,0,0.0%,0,0.0%
69-D.Bakhtiari,GB,OL,1122,1057,97.2%,0,0.0%,65,14.7%
65-G.Mancz,HOU,OL,1121,1121,99.8%,0,0.0%,0,0.0%
61-R.Hudson,OAK,OL,1120,1119,99.9%,0,0.0%,1,0.2%
74-E.Flowers,NYG,OL,1119,1061,99.9%,0,0.0%,58,12.7%
75-A.Peat,NO,OL,1118,1040,90.4%,0,0.0%,78,16.4%
38-R.Parker,KC,DB,1118,0,0.0%,1106,98.8%,12,2.7%
76-J.Miller,BUF,OL,1118,1047,98.4%,0,0.0%,71,15.3%
75-B.Scherff,WAS,OL,1117,1047,98.5%,0,0.0%,70,15.8%
77-J.Jerry,NYG,OL,1117,1059,99.7%,0,0.0%,58,12.7%
26-T.Brock,SF,DB,1116,0,0.0%,1101,95.5%,15,3.0%
60-D.Andrews,NE,OL,1116,1115,99.6%,0,0.0%,1,0.2%
79-M.Schofield,DEN,OL,1116,1048,97.0%,0,0.0%,68,14.5%
25-R.Sherman,SEA,DB,1115,0,0.0%,1053,97.6%,62,14.1%
48-V.Bell,NO,DB,1115,0,0.0%,891,84.8%,224,47.0%
28-V.Hargreaves,TB,DB,1113,0,0.0%,1036,97.6%,77,17.5%
70-K.Osemele,OAK,OL,1112,1041,92.9%,0,0.0%,71,15.0%
54-L.David,TB,LB,1111,0,0.0%,1041,98.0%,70,15.9%
5-B.Bortles,JAC,QB,1111,1111,99.9%,0,0.0%,0,0.0%
5-J.Flacco,BAL,QB,1111,1111,98.0%,0,0.0%,0,0.0%
53-J.Zuttah,BAL,OL,1110,1109,97.8%,0,0.0%,1,0.2%
50-K.Wright,SEA,LB,1109,0,0.0%,1051,97.4%,58,13.2%
99-D.Buckner,SF,DL,1108,0,0.0%,1005,87.2%,103,20.9%
61-M.Cannon,NE,OL,1107,1032,92.1%,0,0.0%,75,16.7%
53-Z.Brown,BUF,LB,1107,0,0.0%,980,91.2%,127,27.4%
77-N.Solder,NE,OL,1106,1030,92.0%,0,0.0%,76,17.0%
68-T.Decker,DET,OL,1105,1037,100.0,0,0.0%,68,16.3%
79-J.Mills,BUF,OL,1104,1033,97.1%,0,0.0%,71,15.3%
67-A.Levitre,ATL,OL,1103,1018,98.0%,0,0.0%,85,17.9%
76-M.Iupati,ARI,OL,1103,1034,89.8%,0,0.0%,69,14.4%
82-J.Witten,DAL,TE,1102,1018,96.0%,0,0.0%,84,19.0%
39-B.Carr,DAL,DB,1101,0,0.0%,1015,96.0%,86,19.5%
71-J.Peters,PHI,OL,1100,1100,97.1%,0,0.0%,0,0.0%
72-E.Fisher,KC,OL,1099,1024,99.9%,0,0.0%,75,16.7%
25-C.Harris,DEN,DB,1099,0,0.0%,1099,95.6%,0,0.0%
23-R.McLeod,PHI,DB,1098,0,0.0%,1014,99.4%,84,19.1%
61-M.Morse,KC,OL,1096,1021,99.6%,0,0.0%,75,16.7%
27-G.Quin,DET,DB,1096,0,0.0%,1026,100.0,70,16.8%
55-A.Barr,MIN,LB,1095,0,0.0%,1025,99.0%,70,16.3%
30-B.McDougald,TB,DB,1094,0,0.0%,1012,95.3%,82,18.7%
29-M.Adams,IND,DB,1094,0,0.0%,998,92.5%,96,20.6%
31-R.Cockrell,PIT,DB,1093,0,0.0%,1025,98.0%,68,15.3%
52-C.Robertson,NO,LB,1093,0,0.0%,972,92.5%,121,25.4%
58-K.Alexander,TB,LB,1091,0,0.0%,1022,96.2%,69,15.7%
52-A.Ogletree,LARM/STL,LB,1091,0,#N/A,1089,#N/A,2,#N/A
77-T.Brown,SF,OL,1089,1034,99.8%,0,0.0%,55,11.1%
10-D.Hopkins,HOU,WR,1088,1086,96.7%,0,0.0%,2,0.4%
69-S.Mason,NE,OL,1085,1018,90.9%,0,0.0%,67,15.0%
29-E.Berry,KC,DB,1085,0,0.0%,1085,97.0%,0,0.0%
24-A.Jones,CIN,DB,1085,0,0.0%,1058,97.3%,27,6.1%
14-A.Dalton,CIN,QB,1085,1085,99.8%,0,0.0%,0,0.0%
58-T.Davis,CAR,LB,1085,0,0.0%,1008,94.3%,77,16.0%
68-K.Beachum,JAC,OL,1084,1023,92.0%,0,0.0%,61,12.5%
68-Z.Beadles,SF,OL,1083,1034,99.8%,0,0.0%,49,9.9%
76-M.Moses,WAS,OL,1077,1020,96.0%,0,0.0%,57,12.8%
74-A.Castonzo,IND,OL,1076,1076,98.1%,0,0.0%,0,0.0%
93-J.Crick,DEN,DL,1076,0,0.0%,942,81.9%,134,28.5%
71-X.Su'a-Filo,HOU,OL,1074,1056,94.0%,0,0.0%,18,4.0%
23-M.Mitchell,PIT,DB,1072,0,0.0%,1004,96.0%,68,15.3%
67-A.Pasztor,CLE,OL,1072,1020,99.0%,0,0.0%,52,11.7%
76-D.Fluker,SD,OL,1071,992,93.1%,0,0.0%,79,16.9%
70-J.Matthews,ATL,OL,1071,978,94.1%,0,0.0%,93,19.6%
26-C.Hayward,SD,DB,1070,0,0.0%,986,92.1%,84,17.9%
39-T.Gipson,JAC,DB,1070,0,0.0%,1040,96.7%,30,6.2%
72-C.Leno,CHI,OL,1067,1011,100.0,0,0.0%,56,13.1%
12-A.Rodgers,GB,QB,1066,1066,98.0%,0,0.0%,0,0.0%
68-J.Britt,SEA,OL,1064,994,93.9%,0,0.0%,70,15.9%
54-O.Vernon,NYG,DL,1064,0,0.0%,1040,93.6%,24,5.3%
8-K.Cousins,WAS,QB,1063,1063,100.0,0,0.0%,0,0.0%
60-B.Jones,TEN,OL,1063,1060,99.7%,0,0.0%,3,0.6%
47-K.Alonso,MIA,LB,1062,0,0.0%,1050,91.1%,12,2.6%
10-E.Manning,NYG,QB,1062,1061,99.9%,0,0.0%,1,0.2%
70-W.Richburg,NYG,OL,1062,1046,98.5%,0,0.0%,16,3.5%
17-P.Rivers,SD,QB,1061,1061,99.5%,0,0.0%,0,0.0%
61-R.Bodine,CIN,OL,1060,1060,97.5%,0,0.0%,0,0.0%
79-B.Brooks,PHI,OL,1057,991,87.5%,0,0.0%,66,15.0%
94-C.Jordan,NO,DL,1057,0,0.0%,965,91.8%,92,19.3%
24-S.Gilmore,BUF,DB,1057,0,0.0%,984,91.6%,73,15.7%
93-N.Suh,MIA,DL,1056,0,0.0%,973,84.4%,83,17.8%
11-L.Fitzgerald,ARI,WR,1056,1052,91.4%,1,0.1%,3,0.6%
38-A.Amos,CHI,DB,1055,0,0.0%,939,87.3%,116,27.1%
71-M.Schwartz,KC,OL,1054,1024,99.9%,0,0.0%,30,6.7%
50-S.Lee,DAL,LB,1051,0,0.0%,977,92.4%,74,16.8%
51-K.Minter,ARI,LB,1051,0,0.0%,1003,93.3%,48,10.0%
33-M.Hyde,GB,DB,1050,0,0.0%,821,79.6%,229,51.7%
27-R.Nelson,OAK,DB,1049,0,0.0%,1049,99.9%,0,0.0%
15-A.Robinson,JAC,WR,1049,1047,94.2%,0,0.0%,2,0.4%
53-N.Bradham,PHI,LB,1048,0,0.0%,990,97.1%,58,13.2%
4-D.Carr,OAK,QB,1048,1048,93.6%,0,0.0%,0,0.0%
68-M.Slauson,SD,OL,1047,1019,95.6%,0,0.0%,28,6.0%
24-N.Lawson,DET,DB,1046,0,0.0%,923,90.0%,123,29.6%
77-J.Carpenter,NYJ,OL,1045,994,95.3%,0,0.0%,51,11.5%
26-D.Worley,CAR,DB,1045,0,0.0%,866,81.0%,179,37.3%
3-C.Palmer,ARI,QB,1045,1045,90.8%,0,0.0%,0,0.0%
20-D.Lowery,SD,DB,1044,0,0.0%,1003,93.7%,41,8.8%
34-B.Poole,ATL,DB,1044,0,0.0%,835,75.2%,209,44.0%
58-J.Hicks,PHI,LB,1043,0,0.0%,971,95.2%,72,16.4%
57-L.Alexander,BUF,LB,1043,0,0.0%,788,73.4%,255,55.0%
84-A.Brown,PIT,WR,1042,975,90.0%,0,0.0%,67,15.1%
24-B.Grimes,TB,DB,1040,0,0.0%,997,93.9%,43,9.8%
20-J.Jenkins,NYG,DB,1039,0,0.0%,956,86.0%,83,18.2%
32-E.Weddle,BAL,DB,1039,0,0.0%,1030,98.5%,9,2.0%
77-T.Lewan,TEN,OL,1038,989,93.0%,0,0.0%,49,10.6%
42-M.Burnett,GB,DB,1038,0,0.0%,948,91.9%,90,20.3%
9-M.Stafford,DET,QB,1037,1037,100.0,0,0.0%,0,0.0%
88-G.Olsen,CAR,TE,1037,1033,93.1%,0,0.0%,4,0.8%
73-J.Thomas,CLE,OL,1036,1030,100.0,0,0.0%,6,1.3%
51-W.Compton,WAS,LB,1035,0,0.0%,938,85.3%,97,21.8%
82-K.Rudolph,MIN,TE,1034,969,92.1%,0,0.0%,65,15.2%
75-L.Warford,DET,OL,1034,970,93.5%,0,0.0%,64,15.4%
31-K.Byard,TEN,DB,1030,0,0.0%,655,60.1%,375,81.2%
36-T.Lippett,MIA,DB,1030,0,0.0%,863,74.8%,167,35.9%
51-A.Mack,ATL,OL,1029,1018,98.0%,0,0.0%,11,2.3%
73-J.Haeg,IND,OL,1028,953,86.9%,0,0.0%,75,16.1%
52-K.Mack,OAK,DL,1025,0,0.0%,949,90.4%,76,16.1%
13-O.Beckham,NYG,WR,1023,1002,94.4%,1,0.1%,20,4.4%
1-C.Newton,CAR,QB,1023,1023,92.2%,0,0.0%,0,0.0%
78-R.Kelly,IND,OL,1021,1020,93.0%,0,0.0%,1,0.2%
2-M.Ryan,ATL,QB,1021,1021,98.3%,0,0.0%,0,0.0%
55-Ch.Jones,ARI,LB,1021,0,0.0%,938,87.3%,83,17.4%
72-J.Barksdale,SD,OL,1019,971,91.1%,0,0.0%,48,10.3%
82-G.Barnidge,CLE,TE,1017,968,94.0%,0,0.0%,49,11.0%
22-M.Peters,KC,DB,1016,0,0.0%,1010,90.3%,6,1.3%
87-J.Nelson,GB,WR,1015,1015,93.3%,0,0.0%,0,0.0%
64-K.Pamphile,TB,OL,1014,960,84.3%,0,0.0%,54,12.3%
4-D.Prescott,DAL,QB,1014,1013,95.6%,0,0.0%,1,0.2%
65-C.Whitehair,CHI,OL,1014,1009,99.8%,0,0.0%,5,1.2%
12-A.Luck,IND,QB,1013,1013,92.3%,0,0.0%,0,0.0%
94-L.Timmons,PIT,LB,1012,2,0.2%,950,90.8%,60,13.5%
54-M.Ingram,SD,LB,1011,0,0.0%,959,89.6%,52,11.1%
11-B.LaFell,CIN,WR,1011,1010,92.9%,0,0.0%,1,0.2%
74-J.Bushrod,MIA,OL,1010,946,99.8%,0,0.0%,64,13.8%
21-J.Taylor,CLE,DB,1010,0,0.0%,920,82.6%,90,20.2%
96-A.Hicks,CHI,DL,1009,0,0.0%,930,86.5%,79,18.5%
21-L.Webb,BAL,DB,1009,0,0.0%,998,95.4%,11,2.4%
3-R.Wilson,SEA,QB,1008,1008,95.2%,0,0.0%,0,0.0%
22-N.Carroll,PHI,DB,1007,0,0.0%,910,89.2%,97,22.0%
87-S.Shepard,NYG,WR,1007,1005,94.6%,0,0.0%,2,0.4%
21-M.Butler,NE,DB,1007,0,0.0%,1007,96.5%,0,0.0%
25-A.Burns,PIT,DB,1006,0,0.0%,810,77.4%,196,44.1%
61-T.Barnes,LARM/STL,OL,1005,1005,#N/A,0,#N/A,0,#N/A
55-A.Brooks,SF,LB,1003,0,0.0%,918,79.6%,85,17.2%
51-B.Irvin,OAK,LB,1003,0,0.0%,927,88.3%,76,16.1%
89-A.Cooper,OAK,WR,1001,997,89.0%,0,0.0%,4,0.8%
22-T.Johnson,LARM/STL,DB,1000,0,#N/A,953,#N/A,47,#N/A
70-J.James,MIA,OL,999,935,98.6%,0,0.0%,64,13.8%
59-T.Whitehead,DET,LB,998,0,0.0%,933,90.9%,65,15.6%
31-J.Byrd,NO,DB,996,0,0.0%,893,85.0%,103,21.6%
55-B.McKinney,HOU,LB,994,0,0.0%,915,90.6%,79,17.6%
71-R.Wagner,BAL,OL,992,924,81.5%,0,0.0%,68,14.8%
69-D.Dotson,TB,OL,989,944,82.9%,0,0.0%,45,10.3%
43-T.Ward,DEN,DB,989,0,0.0%,989,86.0%,0,0.0%
90-E.Ogbah,CLE,LB,989,0,0.0%,850,76.3%,139,31.2%
86-Z.Ertz,PHI,TE,988,851,75.1%,0,0.0%,137,31.1%
34-A.Sendejo,MIN,DB,988,0,0.0%,855,82.6%,133,31.0%
93-C.Campbell,ARI,DL,988,0,0.0%,828,77.0%,160,33.5%
36-D.Swearinger,ARI,DB,988,0,0.0%,837,77.9%,151,31.6%
52-D.Harris,NYJ,LB,986,0,0.0%,900,86.8%,86,19.3%
77-S.Lauvao,WAS,OL,985,916,86.2%,0,0.0%,69,15.5%
65-C.Boling,CIN,OL,985,942,86.7%,0,0.0%,43,9.7%
54-A.Williamson,TEN,LB,983,0,0.0%,908,83.3%,75,16.2%
68-J.Hawley,TB,OL,983,983,86.3%,0,0.0%,0,0.0%
31-M.Alexander,LARM/STL,DB,981,0,#N/A,918,#N/A,63,#N/A
33-T.Boston,CAR,DB,980,0,0.0%,840,78.6%,140,29.2%
92-L.Williams,NYJ,DL,978,0,0.0%,896,86.4%,82,18.4%
8-S.Bradford,MIN,QB,978,978,93.0%,0,0.0%,0,0.0%
24-I.Abdul-Quddus,MIA,DB,978,0,0.0%,951,82.5%,27,5.8%
17-B.Osweiler,HOU,QB,977,977,87.0%,0,0.0%,0,0.0%
36-L.Gunter,GB,DB,977,0,0.0%,861,83.4%,116,26.2%
36-T.Young,BAL,DB,976,0,0.0%,832,79.5%,144,31.2%
27-D.Kirkpatrick,CIN,DB,974,0,0.0%,974,89.6%,0,0.0%
74-D.Humphries,ARI,OL,974,921,80.0%,0,0.0%,53,11.1%
74-O.Franklin,SD,OL,972,920,86.3%,0,0.0%,52,11.1%
22-K.Neal,ATL,DB,972,0,0.0%,920,82.8%,52,10.9%
35-D.Shead,SEA,DB,971,0,0.0%,918,85.1%,53,12.1%
79-R.Havenstein,LARM/STL,OL,969,935,#N/A,0,#N/A,34,#N/A
84-J.Doyle,IND,TE,969,750,68.4%,0,0.0%,219,46.9%
5-T.Taylor,BUF,QB,969,969,91.1%,0,0.0%,0,0.0%
15-D.Inman,SD,WR,967,958,89.9%,0,0.0%,9,1.9%
59-W.Mercilus,HOU,LB,967,0,0.0%,869,86.0%,98,21.9%
70-B.Massie,CHI,OL,965,914,90.4%,0,0.0%,51,11.9%
31-D.Johnson,ARI,RB,965,964,83.8%,0,0.0%,1,0.2%
8-M.Mariota,TEN,QB,963,963,90.6%,0,0.0%,0,0.0%
89-D.Baldwin,SEA,WR,961,896,84.6%,0,0.0%,65,14.8%
73-R.Foster,PIT,OL,960,906,83.7%,0,0.0%,54,12.2%
29-D.Amerson,OAK,DB,960,0,0.0%,960,91.4%,0,0.0%
53-M.Pouncey,PIT,OL,959,959,88.6%,0,0.0%,0,0.0%
76-R.Saffold,LARM/STL,OL,958,916,#N/A,0,#N/A,42,#N/A
76-L.Duvernay-Tardif,KC,OL,958,892,87.0%,0,0.0%,66,14.7%
13-T.Hilton,IND,WR,956,947,86.3%,0,0.0%,9,1.9%
97-E.Griffen,MIN,DL,953,0,0.0%,888,85.8%,65,15.2%
81-J.James,PIT,TE,952,855,78.9%,0,0.0%,97,21.8%
23-J.Haden,CLE,DB,952,0,0.0%,855,76.8%,97,21.8%
64-J.Kline,TEN,OL,951,928,87.3%,0,0.0%,23,5.0%
13-M.Evans,TB,WR,951,950,83.4%,1,0.1%,0,0.0%
22-H.Smith,MIN,DB,951,0,0.0%,893,86.3%,58,13.5%
45-D.Jones,ATL,LB,950,0,0.0%,896,80.6%,54,11.4%
23-B.McCain,TEN,DB,949,0,0.0%,842,77.2%,107,23.2%
71-R.Reiff,DET,OL,948,889,85.7%,0,0.0%,59,14.2%
36-S.Williams,CIN,DB,948,0,0.0%,912,83.9%,36,8.1%
21-T.Porter,CHI,DB,948,0,0.0%,944,87.8%,4,0.9%
54-M.Foster,WAS,LB,944,0,0.0%,770,70.0%,174,39.2%
14-J.Landry,MIA,WR,942,892,94.1%,0,0.0%,50,10.8%
31-M.Thomas,MIA,DB,942,0,0.0%,572,49.6%,370,79.6%
79-J.Allen,HOU,OL,942,889,79.2%,0,0.0%,53,11.8%
53-M.Smith,OAK,LB,936,0,0.0%,934,89.0%,2,0.4%
68-T.Clemmings,MIN,OL,933,882,83.8%,0,0.0%,51,11.9%
58-V.Miller,DEN,LB,933,0,0.0%,933,81.1%,0,0.0%
73-G.Robinson,LARM/STL,OL,932,893,#N/A,0,#N/A,39,#N/A
24-D.Revis,NYJ,DB,929,0,0.0%,922,88.9%,7,1.6%
71-B.Ijalana,NYJ,OL,925,868,83.2%,0,0.0%,57,12.8%
54-E.Kendricks,MIN,LB,924,0,0.0%,869,84.0%,55,12.8%
28-S.Davis,PIT,DB,923,0,0.0%,740,70.7%,183,41.2%
17-D.Adams,GB,WR,923,915,84.1%,0,0.0%,8,1.8%
7-B.Roethlisberger,PIT,QB,921,921,85.0%,0,0.0%,0,0.0%
21-A.Talib,DEN,DB,920,0,0.0%,872,75.8%,48,10.2%
41-B.Skrine,NYJ,DB,919,0,0.0%,815,78.6%,104,23.4%
73-M.Yanda,BAL,OL,919,898,79.2%,0,0.0%,21,4.6%
11-J.Edelman,NE,WR,917,875,78.1%,0,0.0%,42,9.4%
11-A.Smith,KC,QB,917,917,89.5%,0,0.0%,0,0.0%
28-R.Darby,BUF,DB,917,0,0.0%,824,76.7%,93,20.0%
65-B.Linder,JAC,OL,916,908,81.7%,0,0.0%,8,1.6%
96-M.Wilkerson,NYJ,DL,914,0,0.0%,845,81.5%,69,15.5%
25-C.Pryor,NYJ,DB,914,0,0.0%,813,78.4%,101,22.7%
68-B.Hart,NYG,OL,913,865,81.5%,0,0.0%,48,10.5%
76-A.Boone,MIN,OL,911,873,83.0%,0,0.0%,38,8.9%
57-K.Robinson,NYG,LB,909,0,0.0%,780,70.2%,129,28.4%
49-D.Sorensen,KC,DB,909,0,0.0%,541,48.3%,368,82.0%
88-M.Bennett,NE,TE,904,868,77.5%,0,0.0%,36,8.0%
13-T.Siemian,DEN,QB,904,904,83.7%,0,0.0%,0,0.0%
96-C.Dunlap,CIN,DL,904,0,0.0%,838,77.1%,66,14.9%
17-N.Agholor,PHI,WR,903,883,77.9%,0,0.0%,20,4.5%
15-B.Marshall,NYJ,WR,903,901,86.4%,0,0.0%,2,0.4%
76-G.Ifedi,SEA,OL,902,840,79.3%,0,0.0%,62,14.1%
87-T.Kelce,KC,TE,902,888,86.6%,0,0.0%,14,3.1%
26-L.Ryan,NE,DB,900,0,0.0%,897,85.9%,3,0.7%
77-T.Smith,DAL,OL,900,837,79.0%,0,0.0%,63,14.3%
11-T.Pryor,CLE,WR,900,899,87.3%,1,0.1%,0,0.0%
41-M.Cooper,ARI,DB,900,0,0.0%,827,76.9%,73,15.3%
96-B.Robison,MIN,DL,898,0,0.0%,837,80.9%,61,14.2%
50-N.Bellore,SF,LB,896,0,0.0%,691,59.9%,205,41.5%
16-Ty.Williams,SD,WR,895,891,83.6%,0,0.0%,4,0.9%
57-C.Mosley,BAL,LB,895,0,0.0%,874,83.6%,21,4.6%
20-J.Lane,SEA,DB,894,0,0.0%,769,71.3%,125,28.5%
61-J.Berger,MIN,OL,894,852,81.0%,0,0.0%,42,9.8%
90-M.Johnson,CIN,DL,893,0,0.0%,831,76.4%,62,14.0%
24-J.Bradberry,CAR,DB,893,0,0.0%,798,74.6%,95,19.8%
99-A.Donald,LARM/STL,DL,892,0,#N/A,828,#N/A,64,#N/A
88-D.Thomas,DEN,WR,892,890,82.4%,0,0.0%,2,0.4%
79-R.Stanley,BAL,OL,889,833,73.5%,0,0.0%,56,12.1%
74-J.Staley,SF,OL,888,844,81.5%,0,0.0%,44,8.9%
77-M.Gilbert,PIT,OL,888,847,78.2%,0,0.0%,41,9.2%
52-J.Casillas,NYG,LB,887,0,0.0%,796,71.6%,91,20.0%
21-P.Amukamara,JAC,DB,887,0,0.0%,871,80.9%,16,3.3%
63-B.Fusco,MIN,OL,886,834,79.3%,0,0.0%,52,12.1%
21-S.Smith,OAK,DB,885,0,0.0%,885,84.3%,0,0.0%
81-Q.Enunwa,NYJ,WR,885,873,83.7%,0,0.0%,12,2.7%
92-D.Poe,KC,DL,885,3,0.3%,821,73.4%,61,13.6%
10-B.Cooks,NO,WR,884,880,76.5%,0,0.0%,4,0.8%
11-M.Lee,JAC,WR,882,817,73.5%,0,0.0%,65,13.3%
94-C.Liuget,SD,DL,879,0,0.0%,811,75.8%,68,14.5%
22-W.Gay,PIT,DB,879,0,0.0%,844,80.7%,35,7.9%
19-A.Thielen,MIN,WR,879,786,74.7%,0,0.0%,93,21.7%
11-M.Jones,DET,WR,879,879,84.8%,0,0.0%,0,0.0%
17-J.Kerley,SF,WR,878,790,76.3%,0,0.0%,88,17.8%
73-Z.Fulton,KC,OL,878,803,78.3%,0,0.0%,75,16.7%
29-A.Hal,HOU,DB,878,0,0.0%,813,80.5%,65,14.5%
98-B.Orakpo,TEN,LB,876,0,0.0%,864,79.3%,12,2.6%
30-A.Brown,DAL,DB,876,0,0.0%,717,67.8%,159,36.1%
61-S.Long,WAS,OL,875,807,75.9%,0,0.0%,68,15.3%
17-M.Wallace,BAL,WR,872,872,76.9%,0,0.0%,0,0.0%
85-C.Clay,BUF,TE,871,871,81.9%,0,0.0%,0,0.0%
26-B.Breeland,WAS,DB,870,0,0.0%,764,69.5%,106,23.9%
79-G.Gilliam,SEA,OL,870,811,76.6%,0,0.0%,59,13.4%
13-M.Thomas-NO,NO,WR,870,865,75.2%,0,0.0%,5,1.0%
65-R.Leary,DAL,OL,870,805,75.9%,0,0.0%,65,14.7%
50-A.Branch,MIA,DL,869,0,0.0%,774,67.1%,95,20.4%
10-E.Sanders,DEN,WR,869,869,80.5%,0,0.0%,0,0.0%
56-D.Davis,CLE,LB,869,0,0.0%,788,70.7%,81,18.2%
78-E.Watford,ARI,OL,869,787,68.4%,0,0.0%,82,17.2%
30-J.McCourty,TEN,DB,868,0,0.0%,813,74.6%,55,11.9%
99-K.Short,CAR,DL,868,0,0.0%,779,72.9%,89,18.5%
20-D.Bucannon,ARI,LB,868,0,0.0%,818,76.1%,50,10.5%
15-W.Fuller,HOU,WR,866,829,73.8%,0,0.0%,37,8.3%
15-G.Tate,DET,WR,866,866,83.5%,0,0.0%,0,0.0%
55-J.Hughes,BUF,LB,866,0,0.0%,860,80.1%,6,1.3%
21-M.Gilchrist,NYJ,DB,864,0,0.0%,819,79.0%,45,10.1%
