Player,Team,Position,Total Snaps,Off Snaps,Off Snap Pct,Def Snaps,Def Snap Pct,ST Snaps,ST Snap Pct
73-J.Evans,NO,OL,856,802,69.1%,0,0.0%,54,11.5%
24-Br.McCain,MIA,DB,855,0,0.0%,790,68.4%,65,14.1%
93-J.Crick,HOU,DL,855,0,0.0%,783,74.9%,72,15.2%
83-W.Snead,NO,WR,854,780,67.2%,0,0.0%,74,15.8%
31-D.Whitner,CLE,DB,853,2,0.2%,850,81.1%,1,0.2%
22-B.Meriweather,NYG,DB,852,0,0.0%,834,72.0%,18,3.6%
82-R.Rodgers,GB,TE,852,799,69.6%,0,0.0%,53,11.7%
21-T.Porter,CHI,DB,851,0,0.0%,843,81.7%,8,1.8%
93-T.Alualu,JAC,DL,850,27,2.6%,689,59.2%,134,27.1%
71-K.Biermann,ATL,DL,850,0,0.0%,516,49.1%,334,81.1%
23-N.Carroll,PHI,DB,848,0,0.0%,754,62.2%,94,18.8%
22-H.Smith,MIN,DB,848,0,0.0%,795,74.0%,53,12.1%
25-T.McDonald,LARM/STL,DB,846,0,0.0%,772,66.6%,74,15.9%
24-S.Gilmore,BUF,DB,846,0,0.0%,793,72.8%,53,11.4%
75-B.Bulaga,GB,OL,845,808,70.4%,0,0.0%,37,8.2%
42-I.Abdul-Quddus,DET,DB,844,0,0.0%,570,54.3%,274,59.8%
20-P.Amukamara,NYG,DB,843,0,0.0%,765,66.1%,78,15.7%
58-V.Miller,DEN,LB,843,0,0.0%,835,76.2%,8,1.7%
32-E.Weddle,SD,DB,841,0,0.0%,751,75.0%,90,19.8%
78-A.Villanueva,PIT,OL,841,753,70.0%,0,0.0%,88,19.8%
67-B.Winters,NYJ,OL,841,765,68.9%,0,0.0%,76,16.0%
80-M.Floyd,SD,WR,840,837,71.4%,1,0.1%,2,0.4%
91-T.Hali,KC,LB,839,0,0.0%,838,77.0%,1,0.2%
53-N.Bradham,BUF,LB,839,0,0.0%,729,66.9%,110,23.8%
54-E.Kendricks,MIN,LB,838,0,0.0%,763,71.0%,75,17.1%
19-J.Maclin,KC,WR,838,828,82.6%,0,0.0%,10,2.2%
26-P.Robinson,SD,DB,836,0,0.0%,692,69.1%,144,31.7%
91-J.Collins,NE,LB,835,0,0.0%,778,71.1%,57,11.6%
84-E.Dickson,CAR,TE,835,598,54.3%,0,0.0%,237,49.8%
21-S.Smith,KC,DB,834,0,0.0%,834,76.7%,0,0.0%
81-O.Daniels,DEN,TE,832,827,74.6%,0,0.0%,5,1.1%
27-Q.Demps,HOU,DB,831,0,0.0%,764,73.1%,67,14.1%
11-T.Austin,LARM/STL,WR,830,742,77.2%,0,0.0%,88,19.0%
72-M.Bennett,SEA,DL,830,0,0.0%,808,81.2%,22,4.9%
51-M.Pouncey,MIA,OL,830,788,76.3%,0,0.0%,42,9.1%
66-M.Martin,SF,OL,829,822,81.0%,0,0.0%,7,1.6%
12-Jo.Brown,ARI,WR,826,826,74.9%,0,0.0%,0,0.0%
75-L.Warford,DET,OL,825,814,75.4%,0,0.0%,11,2.4%
59-D.Trevathan,DEN,LB,823,0,0.0%,737,67.2%,86,18.4%
99-K.Short,CAR,DL,823,0,0.0%,759,69.0%,64,13.4%
31-J.Byrd,NO,DB,822,0,0.0%,811,76.2%,11,2.4%
96-M.Neal,GB,LB,822,0,0.0%,734,69.8%,88,19.5%
62-V.Ducasse,CHI,OL,821,752,69.4%,0,0.0%,69,15.1%
75-C.Hairston,SD,OL,820,786,67.1%,0,0.0%,34,7.5%
10-R.Woods,BUF,WR,820,774,72.0%,3,0.3%,43,9.3%
41-B.Skrine,NYJ,DB,818,0,0.0%,721,68.5%,97,20.4%
15-J.Kearse,SEA,WR,817,771,71.4%,0,0.0%,46,10.3%
16-T.Lockett,SEA,WR,816,664,61.5%,0,0.0%,152,34.1%
59-L.Kuechly,CAR,LB,816,0,0.0%,767,69.7%,49,10.3%
88-P.Garcon,WAS,WR,815,811,75.7%,0,0.0%,4,0.9%
71-G.Reynolds,LARM/STL,OL,815,730,76.0%,0,0.0%,85,18.3%
56-C.Avril,SEA,DL,813,0,0.0%,778,78.2%,35,7.8%
80-J.Crowder,WAS,WR,811,734,68.5%,0,0.0%,77,16.9%
87-B.Celek,PHI,TE,811,601,52.0%,0,0.0%,210,42.0%
77-B.Turner,MIA,OL,810,764,74.0%,0,0.0%,46,10.0%
51-J.Simon,HOU,LB,810,0,0.0%,639,61.1%,171,36.0%
15-M.Crabtree,OAK,WR,809,809,76.6%,0,0.0%,0,0.0%
39-T.Gipson,CLE,DB,808,0,0.0%,799,76.2%,9,2.1%
22-J.Verrett,SD,DB,807,0,0.0%,719,71.8%,88,19.4%
91-K.Reyes,SD,DL,807,0,0.0%,656,65.5%,151,33.3%
61-R.Hudson,OAK,OL,807,807,76.4%,0,0.0%,0,0.0%
69-S.Mason,NE,OL,807,737,65.9%,0,0.0%,70,14.2%
92-D.Poe,KC,DL,806,1,0.1%,759,69.8%,46,10.3%
38-S.Brown,JAC,DB,803,0,0.0%,555,47.7%,248,50.2%
76-B.Albert,MIA,OL,802,787,76.2%,0,0.0%,15,3.3%
63-C.Linsley,GB,OL,802,802,69.9%,0,0.0%,0,0.0%
48-S.Barrett,DEN,LB,802,0,0.0%,496,45.3%,306,65.5%
96-J.Howard,KC,DL,801,0,0.0%,752,69.1%,49,11.0%
98-T.Crawford,DAL,DL,801,0,0.0%,705,66.8%,96,21.9%
37-N.Robey,BUF,DB,801,0,0.0%,673,61.8%,128,27.6%
17-D.Harris,NYG,WR,799,623,55.9%,1,0.1%,175,35.1%
26-S.Moore,TB,DB,798,0,0.0%,706,64.2%,92,20.6%
75-A.Boone,SF,OL,798,768,75.7%,0,0.0%,30,6.7%
14-A.Dalton,CIN,QB,798,798,75.6%,0,0.0%,0,0.0%
23-C.Conte,TB,DB,797,0,0.0%,731,66.5%,66,14.8%
99-M.Dareus,BUF,DL,797,0,0.0%,754,69.2%,43,9.3%
92-T.Johnson,MIN,DL,796,0,0.0%,751,69.9%,45,10.3%
7-B.Roethlisberger,PIT,QB,795,794,73.9%,0,0.0%,1,0.2%
25-C.Pryor,NYJ,DB,795,0,0.0%,714,67.8%,81,17.1%
85-N.Washington,HOU,WR,795,795,67.0%,0,0.0%,0,0.0%
97-G.Atkins,CIN,DL,794,0,0.0%,788,72.4%,6,1.4%
31-C.Tillman,CAR,DB,793,0,0.0%,711,64.6%,82,17.2%
15-C.Hogan,BUF,WR,793,612,56.9%,0,0.0%,181,39.1%
83-T.Williams,DAL,WR,792,789,76.8%,0,0.0%,3,0.7%
58-E.Dumervil,BAL,LB,792,0,0.0%,792,74.5%,0,0.0%
28-J.Bethel,ARI,DB,792,0,0.0%,443,42.3%,349,75.1%
93-E.Walden,IND,LB,787,0,0.0%,787,69.1%,0,0.0%
90-D.Lawrence,DAL,DL,787,0,0.0%,700,66.3%,87,19.9%
30-B.Rambo,BUF,DB,786,0,0.0%,685,62.9%,101,21.8%
83-J.Tamme,ATL,TE,785,772,67.7%,0,0.0%,13,3.2%
58-C.Kirksey,CLE,LB,783,0,0.0%,568,54.2%,215,49.3%
97-J.Attaochu,SD,LB,782,0,0.0%,667,66.6%,115,25.3%
35-W.Aikens,MIA,DB,781,0,0.0%,447,38.7%,334,72.6%
97-C.Bryant,BUF,DL,781,0,0.0%,634,58.2%,147,31.7%
79-R.Havenstein,LARM/STL,OL,779,728,75.8%,0,0.0%,51,11.0%
82-T.Smith,SF,WR,777,775,76.4%,0,0.0%,2,0.4%
30-K.Jarrett,WAS,DB,775,0,0.0%,601,56.9%,174,38.2%
30-D.Harmon,NE,DB,774,0,0.0%,603,55.1%,171,34.7%
60-D.Andrews,NE,OL,774,765,68.4%,0,0.0%,9,1.8%
96-D.Autry,OAK,DL,770,0,0.0%,684,59.4%,86,17.8%
76-M.Daniels,GB,DL,769,0,0.0%,706,67.2%,63,13.9%
43-C.Dahl,NYG,DB,768,0,0.0%,429,37.0%,339,68.1%
24-D.Freeman,ATL,RB,768,768,67.4%,0,0.0%,0,0.0%
85-C.Clay,BUF,TE,767,764,71.1%,0,0.0%,3,0.6%
20-L.Joyner,LARM/STL,DB,766,0,0.0%,730,63.0%,36,7.8%
90-M.Brockers,LARM/STL,DL,766,0,0.0%,690,59.5%,76,16.4%
55-S.Tulloch,DET,LB,766,0,0.0%,726,69.2%,40,8.7%
90-D.Jones,TEN,DL,765,0,0.0%,672,63.5%,93,20.8%
87-C.Fiedorowicz,HOU,TE,765,650,54.8%,0,0.0%,115,24.2%
85-Dar.Fells,ARI,TE,765,672,60.9%,0,0.0%,93,20.0%
56-J.Peppers,GB,LB,764,0,0.0%,700,66.6%,64,14.2%
17-D.Adams,GB,WR,764,763,66.5%,0,0.0%,1,0.2%
81-A.Boldin,SF,WR,762,762,75.1%,0,0.0%,0,0.0%
72-J.Harrison,IND,OL,762,671,60.7%,0,0.0%,91,18.8%
50-J.Freeman,IND,LB,762,0,0.0%,753,66.1%,9,1.9%
71-J.Peters,PHI,OL,761,761,65.8%,0,0.0%,0,0.0%
55-A.Brooks,SF,LB,760,0,0.0%,744,65.2%,16,3.6%
37-J.Addae,SD,DB,759,0,0.0%,713,71.2%,46,10.1%
14-R.Cooper,PHI,WR,757,571,49.4%,0,0.0%,186,37.2%
92-W.Gholston,TB,DL,756,0,0.0%,674,61.3%,82,18.3%
92-Q.Dial,SF,DL,755,0,0.0%,642,56.3%,113,25.2%
71-L.Collins,DAL,OL,755,712,69.3%,0,0.0%,43,9.8%
29-P.Cox,TEN,DB,754,0,0.0%,701,66.3%,53,11.8%
37-S.Shields,GB,DB,754,0,0.0%,697,66.3%,57,12.6%
10-C.Brown,CAR,WR,753,753,68.3%,0,0.0%,0,0.0%
98-B.Williams,BAL,DL,753,0,0.0%,727,68.4%,26,5.5%
30-D.Bruton,DEN,DB,752,0,0.0%,481,43.9%,271,58.0%
15-D.Inman,SD,WR,751,691,59.0%,1,0.1%,59,13.0%
11-M.Wallace,MIN,WR,751,751,73.5%,0,0.0%,0,0.0%
85-T.Eifert,CIN,TE,751,751,71.1%,0,0.0%,0,0.0%
83-M.Bennett,CHI,TE,751,728,67.2%,0,0.0%,23,5.0%
84-J.Cameron,MIA,TE,750,744,72.0%,0,0.0%,6,1.3%
50-S.McClellin,CHI,LB,750,0,0.0%,675,65.4%,75,16.4%
99-C.Jenkins,NYG,DL,749,0,0.0%,733,63.3%,16,3.2%
91-C.Clemons,JAC,DL,748,0,0.0%,662,56.9%,86,17.4%
54-D.Parry,IND,DL,748,8,0.7%,657,57.7%,83,17.1%
24-C.Munnerlyn,MIN,DB,747,0,0.0%,713,66.3%,34,7.7%
29-B.Roby,DEN,DB,747,0,0.0%,622,56.8%,125,26.8%
19-T.Ginn,CAR,WR,746,670,60.8%,0,0.0%,76,16.0%
36-S.Williams,CIN,DB,745,0,0.0%,474,43.6%,271,61.0%
83-H.Douglas,TEN,WR,743,719,69.3%,0,0.0%,24,5.4%
67-J.LeRibeus,WAS,OL,741,711,66.4%,0,0.0%,30,6.6%
93-I.Williams,SF,DL,741,0,0.0%,659,57.8%,82,18.3%
72-K.Wynn,NYG,DL,740,1,0.1%,579,50.0%,160,32.1%
55-K.Misi,MIA,LB,737,0,0.0%,730,63.2%,7,1.5%
80-C.Fleener,IND,TE,737,732,66.2%,5,0.4%,0,0.0%
8-M.Mariota,TEN,QB,736,736,71.0%,0,0.0%,0,0.0%
43-T.Ward,DEN,DB,736,0,0.0%,703,64.1%,33,7.1%
51-B.Irvin,SEA,LB,735,0,0.0%,710,71.4%,25,5.6%
42-M.Burnett,GB,DB,734,0,0.0%,683,65.0%,51,11.3%
49-S.Acho,CHI,LB,734,0,0.0%,447,43.3%,287,62.8%
89-L.Green,SD,TE,733,665,56.7%,0,0.0%,68,15.0%
51-N.Palmer,GB,LB,733,0,0.0%,539,51.3%,194,42.9%
65-P.Omameh,CHI,OL,732,665,61.4%,0,0.0%,67,14.7%
50-M.Te'o,SD,LB,731,0,0.0%,710,70.9%,21,4.6%
89-J.Hill,NO,TE,730,424,36.6%,0,0.0%,306,65.4%
80-L.Toilolo,ATL,TE,728,522,45.8%,0,0.0%,206,50.0%
94-E.Ansah,DET,DL,726,0,0.0%,659,62.8%,67,14.6%
74-G.Schwartz,NYG,OL,725,673,60.4%,0,0.0%,52,10.4%
50-R.Shazier,PIT,LB,724,0,0.0%,667,60.1%,57,12.8%
77-J.Jerry,NYG,OL,721,644,57.8%,0,0.0%,77,15.5%
11-M.Wheaton,PIT,WR,720,699,65.0%,0,0.0%,21,4.7%
14-S.Watkins,BUF,WR,718,714,66.4%,3,0.3%,1,0.2%
61-J.Cooper,ARI,OL,718,638,57.8%,0,0.0%,80,17.2%
22-J.Taylor,MIA,DB,717,0,0.0%,712,61.6%,5,1.1%
5-J.Flacco,BAL,QB,717,717,63.2%,0,0.0%,0,0.0%
21-A.Verner,TB,DB,715,0,0.0%,578,52.5%,137,30.6%
53-J.Jenkins,MIA,LB,713,0,0.0%,700,60.6%,13,2.8%
85-R.Ellison,MIN,TE,711,471,46.1%,0,0.0%,240,54.7%
31-R.Cockrell,PIT,DB,710,0,0.0%,684,61.7%,26,5.8%
81-A.Johnson,IND,WR,710,710,64.3%,0,0.0%,0,0.0%
57-M.Wilhoite,SF,LB,709,0,0.0%,617,54.1%,92,20.5%
86-J.Reed,WAS,TE,708,704,65.7%,0,0.0%,4,0.9%
86-Z.Miller,CHI,TE,708,579,53.5%,0,0.0%,129,28.2%
95-D.Wolfe,DEN,DL,705,0,0.0%,648,59.1%,57,12.2%
34-De.Williams,PIT,RB,704,701,65.2%,0,0.0%,3,0.7%
52-C.Greenway,MIN,LB,704,0,0.0%,632,58.8%,72,16.4%
59-W.Woodyard,TEN,LB,703,0,0.0%,499,47.2%,204,45.5%
94-K.Ealy,CAR,DL,703,0,0.0%,648,58.9%,55,11.6%
62-T.Larsen,ARI,OL,703,679,61.6%,0,0.0%,24,5.2%
28-G.Toler,IND,DB,701,0,0.0%,684,60.1%,17,3.5%
21-R.Golden,PIT,DB,700,0,0.0%,390,35.2%,310,69.7%
33-J.Poyer,CLE,DB,694,0,0.0%,425,40.6%,269,61.7%
27-T.Branch,KC,DB,693,0,0.0%,428,39.3%,265,59.4%
56-D.Butler,SD,LB,692,0,0.0%,500,49.9%,192,42.3%
95-T.Davison,NO,DL,692,0,0.0%,528,49.6%,164,35.0%
42-C.Maragos,PHI,DB,691,0,0.0%,304,25.1%,387,77.4%
91-K.Edebali,NO,LB,691,0,0.0%,361,33.9%,330,70.5%
23-F.Gore,IND,RB,690,690,62.4%,0,0.0%,0,0.0%
99-P.Kruger,CLE,LB,690,0,0.0%,681,65.0%,9,2.1%
95-W.Gilberry,CIN,DL,690,0,0.0%,632,58.1%,58,13.1%
81-Q.Enunwa,NYJ,WR,689,522,47.0%,0,0.0%,167,35.2%
94-D.Peko,CIN,DL,689,4,0.4%,544,50.0%,141,31.8%
29-L.Hall,CIN,DB,689,0,0.0%,666,61.2%,23,5.2%
82-D.Walker,TEN,TE,688,688,66.3%,0,0.0%,0,0.0%
98-D.Taylor,DET,DL,688,0,0.0%,551,52.5%,137,29.9%
61-M.Cannon,NE,OL,685,624,55.8%,0,0.0%,61,12.4%
76-J.Miller,BUF,OL,685,647,60.2%,0,0.0%,38,8.2%
94-P.Smith,WAS,LB,683,0,0.0%,508,48.1%,175,38.4%
31-K.Chancellor,SEA,DB,682,0,0.0%,635,63.8%,47,10.5%
12-A.Wilson,KC,WR,682,654,65.3%,0,0.0%,28,6.3%
28-J.Hosley,NYG,DB,681,0,0.0%,528,45.6%,153,30.7%
28-L.Murray,OAK,RB,680,680,64.4%,0,0.0%,0,0.0%
24-M.Claiborne,DAL,DB,680,0,0.0%,662,62.7%,18,4.1%
26-J.Evans,JAC,DB,679,0,0.0%,621,53.4%,58,11.7%
89-J.Cook,LARM/STL,TE,677,673,70.0%,0,0.0%,4,0.9%
32-E.Rowe,PHI,DB,677,0,0.0%,503,41.5%,174,34.8%
11-J.Bellamy,CHI,WR,676,437,40.4%,0,0.0%,239,52.3%
51-D.Bass,TEN,LB,675,0,0.0%,529,50.0%,146,32.6%
95-M.Kendricks,PHI,LB,675,0,0.0%,628,51.8%,47,9.4%
52-J.Durant,ATL,LB,675,0,0.0%,657,62.6%,18,4.4%
50-C.Lofton,OAK,LB,674,0,0.0%,577,50.1%,97,20.1%
7-B.Hoyer,HOU,QB,674,674,56.8%,0,0.0%,0,0.0%
95-A.Bryant,CLE,LB,673,0,0.0%,481,45.9%,192,44.0%
31-N.Thorpe,OAK,DB,672,0,0.0%,456,39.6%,216,44.8%
17-N.Agholor,PHI,WR,671,670,58.0%,0,0.0%,1,0.2%
26-C.Williams,SEA,DB,670,0,0.0%,619,62.2%,51,11.4%
39-D.Woodhead,SD,RB,670,597,50.9%,0,0.0%,73,16.1%
89-M.Lewis,JAC,TE,670,670,63.3%,0,0.0%,0,0.0%
92-J.Harrison,PIT,LB,669,0,0.0%,611,55.1%,58,13.0%
80-D.Amendola,NE,WR,667,576,51.5%,0,0.0%,91,18.5%
96-N.Hayden,DAL,DL,666,0,0.0%,581,55.0%,85,19.4%
28-A.Peterson,MIN,RB,665,665,65.1%,0,0.0%,0,0.0%
71-X.Su'a-Filo,HOU,OL,665,628,52.9%,0,0.0%,37,7.8%
92-H.Ngata,DET,DL,665,0,0.0%,599,57.1%,66,14.4%
36-K.Ishmael,ATL,DB,663,0,0.0%,375,35.7%,288,69.9%
44-M.Golden,ARI,LB,663,0,0.0%,518,49.5%,145,31.2%
44-H.Kikaha,NO,LB,662,0,0.0%,621,58.3%,41,8.8%
76-G.Hardy,DAL,DL,662,0,0.0%,595,56.3%,67,15.3%
14-S.Diggs,MIN,WR,660,654,64.0%,0,0.0%,6,1.4%
19-B.LaFell,NE,WR,659,659,58.9%,0,0.0%,0,0.0%
57-A.Okafor,ARI,LB,659,0,0.0%,613,58.5%,46,9.9%
48-B.Dupree,PIT,LB,658,0,0.0%,563,50.8%,95,21.3%
90-D.Williams,OAK,DL,657,0,0.0%,568,49.3%,89,18.5%
5-N.Foles,LARM/STL,QB,656,656,68.3%,0,0.0%,0,0.0%
84-J.Doyle,IND,TE,656,332,30.0%,0,0.0%,324,66.9%
24-N.Lawson,DET,DB,656,0,0.0%,561,53.5%,95,20.7%
59-A.Hitchens,DAL,LB,656,0,0.0%,538,50.9%,118,26.9%
15-M.Floyd,ARI,WR,655,652,59.1%,0,0.0%,3,0.6%
97-E.Sims,LARM/STL,DL,654,0,0.0%,582,50.2%,72,15.5%
24-K.Wilson,NO,DB,654,0,0.0%,499,46.9%,155,33.1%
18-K.Britt,LARM/STL,WR,653,650,67.6%,0,0.0%,3,0.6%
36-D.Johnson,SF,DB,653,0,0.0%,367,32.2%,286,63.8%
61-A.Tiller,SF,OL,653,615,60.6%,0,0.0%,38,8.5%
63-T.Jackson,NE,OL,653,607,54.3%,0,0.0%,46,9.3%
75-J.Reid,KC,OL,653,608,60.7%,0,0.0%,45,10.1%
55-R.McClain,DAL,LB,653,0,0.0%,638,60.4%,15,3.4%
96-J.Jenkins,CHI,DL,653,0,0.0%,636,61.6%,17,3.7%
43-G.Iloka,CIN,DB,652,0,0.0%,645,59.3%,7,1.6%
80-M.Mariani,CHI,WR,652,519,47.9%,0,0.0%,133,29.1%
75-J.Bitonio,CLE,OL,650,618,55.9%,0,0.0%,32,7.3%
12-M.Sanu,CIN,WR,650,643,60.9%,0,0.0%,7,1.6%
64-J.Urschel,BAL,OL,650,547,48.2%,0,0.0%,103,21.8%
96-B.Logan,PHI,DL,649,0,0.0%,584,48.1%,65,13.0%
11-Q.Patton,SF,WR,648,424,41.8%,0,0.0%,224,50.0%
31-T.Wade,NYG,DB,648,0,0.0%,529,45.7%,119,23.9%
74-O.Franklin,SD,OL,647,622,53.1%,0,0.0%,25,5.5%
91-S.Richardson,NYJ,DL,646,0,0.0%,618,58.7%,28,5.9%
81-T.Kroft,CIN,TE,645,347,32.9%,0,0.0%,298,67.1%
86-L.Smith,OAK,TE,643,516,48.9%,0,0.0%,127,26.3%
10-M.Wilson,CHI,WR,642,641,59.2%,0,0.0%,1,0.2%
54-D.Hightower,NE,LB,641,0,0.0%,594,54.2%,47,9.5%
55-J.Freeny,NE,LB,640,0,0.0%,390,35.6%,250,50.7%
93-L.Guy,BAL,DL,640,0,0.0%,485,45.6%,155,32.8%
27-J.Wilson,SD,DB,638,0,0.0%,482,48.1%,156,34.4%
79-D.Stephenson,KC,OL,638,555,55.4%,0,0.0%,83,18.6%
25-K.Jackson,HOU,DB,638,0,0.0%,629,60.2%,9,1.9%
71-D.Shelton,CLE,DL,638,0,0.0%,506,48.3%,132,30.3%
93-K.Williams,NO,DL,637,0,0.0%,555,52.1%,82,17.5%
44-K.Juszczyk,BAL,FB,637,383,33.7%,0,0.0%,254,53.8%
95-W.Hayes,LARM/STL,DL,636,0,0.0%,581,50.1%,55,11.9%
13-J.Huff,PHI,WR,636,537,46.5%,0,0.0%,99,19.8%
55-A.Moats,PIT,LB,634,0,0.0%,554,50.0%,80,18.0%
78-B.Richardson,NO,DL,632,0,0.0%,583,54.7%,49,10.5%
66-S.Henderson,BUF,OL,632,593,55.2%,0,0.0%,39,8.4%
74-J.Hurst,BAL,OL,632,565,49.8%,0,0.0%,67,14.2%
26-L.Miller,MIA,RB,631,631,61.1%,0,0.0%,0,0.0%
46-N.Hewitt,MIA,LB,629,0,0.0%,341,29.5%,288,62.6%
85-V.Green,DEN,TE,629,383,34.5%,0,0.0%,246,52.7%
58-R.Maualuga,CIN,LB,629,0,0.0%,622,57.2%,7,1.6%
92-P.McPhee,CHI,LB,629,0,0.0%,594,57.6%,35,7.7%
24-B.Flowers,SD,DB,628,0,0.0%,603,60.2%,25,5.5%
42-L.Asante,OAK,DB,628,0,0.0%,366,31.8%,262,54.4%
75-V.Wilfork,HOU,DL,626,0,0.0%,562,53.8%,64,13.5%
97-A.Bailey,KC,DL,624,0,0.0%,582,53.5%,42,9.4%
51-B.Mingo,CLE,LB,624,0,0.0%,256,24.4%,368,84.4%
52-K.Robinson,WAS,LB,622,0,0.0%,546,51.7%,76,16.7%
22-D.Martin,TB,RB,622,622,56.8%,0,0.0%,0,0.0%
50-J.Houston,KC,LB,622,0,0.0%,621,57.1%,1,0.2%
85-E.Ebron,DET,TE,622,613,56.8%,0,0.0%,9,2.0%
39-D.Stafford,TEN,DB,620,0,0.0%,331,31.3%,289,64.5%
24-T.Yeldon,JAC,RB,620,620,58.6%,0,0.0%,0,0.0%
88-L.Kendricks,LARM/STL,TE,619,570,59.3%,0,0.0%,49,10.6%
20-D.McFadden,DAL,RB,619,614,59.8%,0,0.0%,5,1.1%
92-C.Baker,WAS,DL,617,0,0.0%,617,58.4%,0,0.0%
18-A.Holmes,OAK,WR,617,346,32.8%,0,0.0%,271,56.2%
32-J.Ihedigbo,DET,DB,617,0,0.0%,597,56.9%,20,4.4%
97-M.Edwards,OAK,DL,616,0,0.0%,597,51.9%,19,3.9%
73-M.Garcia,DEN,OL,616,543,49.0%,0,0.0%,73,15.6%
53-J.Zuttah,BAL,OL,616,613,54.0%,0,0.0%,3,0.6%
11-C.Beasley,DAL,WR,614,563,54.8%,0,0.0%,51,11.6%
85-M.Williams,NE,TE,613,449,40.2%,0,0.0%,164,33.3%
27-D.Gratz,JAC,DB,610,0,0.0%,457,39.3%,153,31.0%
52-D.Tapp,DET,DL,610,0,0.0%,412,39.3%,198,43.2%
31-M.Alexander,LARM/STL,DB,608,0,0.0%,419,36.2%,189,40.7%
91-J.Jones,DET,DL,608,0,0.0%,542,51.7%,66,14.4%
59-E.Lamur,CIN,LB,607,0,0.0%,340,31.3%,267,60.1%
28-J.Stewart,CAR,RB,607,607,55.1%,0,0.0%,0,0.0%
58-J.Crawford,DAL,DL,606,0,0.0%,488,46.2%,118,26.9%
81-J.Dray,CLE,TE,606,450,40.7%,0,0.0%,156,35.8%
20-D.Butler,IND,DB,605,0,0.0%,576,50.6%,29,6.0%
92-F.Rucker,ARI,DL,605,0,0.0%,511,48.8%,94,20.2%
59-D.Ryans,PHI,LB,604,0,0.0%,604,49.8%,0,0.0%
65-P.Lewis,SEA,OL,602,599,55.5%,0,0.0%,3,0.7%
36-K.Williams,CLE,DB,602,0,0.0%,516,49.2%,86,19.7%
56-A.Klein,CAR,LB,601,0,0.0%,318,28.9%,283,59.5%
58-T.Cole,IND,LB,600,0,0.0%,529,46.4%,71,14.7%
22-M.Forte,CHI,RB,600,600,55.4%,0,0.0%,0,0.0%
90-An.Branch,JAC,DL,598,0,0.0%,597,51.3%,1,0.2%
25-L.McCoy,BUF,RB,598,598,55.6%,0,0.0%,0,0.0%
17-D.Green-Beckham,TEN,WR,596,580,55.9%,0,0.0%,16,3.6%
31-C.Prosinski,CHI,DB,596,0,0.0%,337,32.7%,259,56.7%
99-A.Clayborn,ATL,DL,596,0,0.0%,523,49.8%,73,17.7%
84-J.Gresham,ARI,TE,596,596,54.0%,0,0.0%,0,0.0%
10-K.Stills,MIA,WR,595,594,57.5%,0,0.0%,1,0.2%
92-S.Williams,DEN,DL,595,0,0.0%,535,48.8%,60,12.8%
11-S.Johnson,SD,WR,594,593,50.6%,0,0.0%,1,0.2%
97-C.Pace,NYJ,LB,594,0,0.0%,523,49.7%,71,14.9%
35-E.Pleasant,HOU,DB,594,0,0.0%,382,36.6%,212,44.6%
73-S.Floyd,MIN,DL,593,0,0.0%,548,51.0%,45,10.3%
18-P.Manning,DEN,QB,593,593,53.5%,0,0.0%,0,0.0%
38-J.Adjei-Barimah,TB,DB,591,0,0.0%,468,42.5%,123,27.5%
97-J.Hatcher,WAS,DL,590,0,0.0%,540,51.1%,50,11.0%
49-D.Sorensen,KC,DB,590,0,0.0%,227,20.9%,363,81.4%
18-C.Shorts,HOU,WR,590,567,47.8%,0,0.0%,23,4.8%
14-R.Grant,WAS,WR,589,456,42.6%,0,0.0%,133,29.2%
94-D.Harrison,NYJ,DL,589,0,0.0%,568,53.9%,21,4.4%
91-E.Goldman,CHI,DL,589,0,0.0%,515,49.9%,74,16.2%
56-J.Smith,TB,DL,588,0,0.0%,546,49.6%,42,9.4%
49-B.Miller,SF,FB,587,271,26.7%,0,0.0%,316,70.5%
92-J.Jenkins,NO,DL,587,0,0.0%,532,50.0%,55,11.8%
35-C.West,KC,RB,587,497,49.6%,0,0.0%,90,20.2%
42-P.DiMarco,ATL,FB,587,365,32.0%,0,0.0%,222,53.9%
88-J.Graham,SEA,TE,586,571,52.9%,0,0.0%,15,3.4%
16-L.Moore,DET,WR,586,577,53.5%,0,0.0%,9,2.0%
82-L.Willson,SEA,TE,585,451,41.8%,0,0.0%,134,30.0%
90-R.Mathews,SD,DL,585,0,0.0%,511,51.0%,74,16.3%
98-S.Lotulelei,CAR,DL,585,0,0.0%,533,48.5%,52,10.9%
90-J.Clowney,HOU,LB,584,0,0.0%,562,53.8%,22,4.6%
94-M.Herzlich,NYG,LB,583,3,0.3%,132,11.4%,448,90.0%
28-Q.Diggs,DET,DB,583,0,0.0%,471,44.9%,112,24.5%
75-J.Douglas,MIA,OL,582,520,50.3%,0,0.0%,62,13.5%
25-G.Bernard,CIN,RB,582,580,54.9%,0,0.0%,2,0.5%
90-E.Mitchell,MIA,DL,581,9,0.9%,504,43.6%,68,14.8%
55-Z.Brown,TEN,LB,580,0,0.0%,493,46.6%,87,19.4%
89-V.McDonald,SF,TE,580,473,46.6%,0,0.0%,107,23.9%
47-K.Davis,NYJ,TE,580,435,39.2%,0,0.0%,145,30.5%
55-D.Skuta,JAC,LB,580,0,0.0%,417,35.8%,163,33.0%
83-D.Allen,IND,TE,579,509,46.1%,0,0.0%,70,14.5%
