Player,Team,Position,Total Snaps,Off Snaps,Off Snap Pct,Def Snaps,Def Snap Pct,ST Snaps,ST Snap Pct
68-M.Slauson,CHI,OL,1132,1083,100.0,0,0.0%,49,10.7%
37-J.Cyprien,JAC,DB,1130,0,0.0%,1015,87.2%,115,23.3%
57-C.Mosley,BAL,LB,1129,0,0.0%,1053,99.1%,76,16.1%
94-L.Timmons,PIT,LB,1128,8,0.7%,1057,95.3%,63,14.2%
22-W.Gay,PIT,DB,1128,0,0.0%,1065,96.0%,63,14.2%
61-S.Wisniewski,JAC,OL,1128,1058,100.0,0,0.0%,70,14.2%
68-Z.Beadles,JAC,OL,1128,1058,100.0,0,0.0%,70,14.2%
27-D.Kirkpatrick,CIN,DB,1128,0,0.0%,1050,96.5%,78,17.6%
20-R.Jones,MIA,DB,1127,0,0.0%,1120,97.0%,7,1.5%
56-K.Dansby,CLE,LB,1126,0,0.0%,1032,98.5%,94,21.6%
77-C.Glenn,BUF,OL,1125,1059,98.5%,0,0.0%,66,14.3%
23-P.Chung,NE,DB,1123,0,0.0%,887,81.0%,236,47.9%
76-J.Webb,OAK,OL,1121,1056,100.0,0,0.0%,65,13.5%
66-G.Jackson,OAK,OL,1121,1056,100.0,0,0.0%,65,13.5%
33-D.Lowery,IND,DB,1118,0,0.0%,1088,95.5%,30,6.2%
73-J.Thomas,CLE,OL,1118,1106,100.0,0,0.0%,12,2.8%
53-N.Bowman,SF,LB,1116,0,0.0%,1101,96.5%,15,3.3%
97-C.Heyward,PIT,DL,1116,0,0.0%,976,88.0%,140,31.5%
68-K.Zeitler,CIN,OL,1116,1041,98.6%,0,0.0%,75,16.9%
2-M.Ryan,ATL,QB,1116,1116,97.9%,0,0.0%,0,0.0%
21-D.Trufant,ATL,DB,1115,0,0.0%,968,92.2%,147,35.7%
24-C.Woodson,OAK,DB,1114,1,0.1%,1112,96.6%,1,0.2%
23-M.Mitchell,PIT,DB,1109,0,0.0%,1048,94.5%,61,13.7%
10-E.Manning,NYG,QB,1106,1106,99.3%,0,0.0%,0,0.0%
55-A.Mack,CLE,OL,1106,1106,100.0,0,0.0%,0,0.0%
12-T.Brady,NE,QB,1105,1105,98.8%,0,0.0%,0,0.0%
72-D.Penn,OAK,OL,1102,1039,98.4%,0,0.0%,63,13.1%
72-J.Barksdale,SD,OL,1101,1043,89.0%,0,0.0%,58,12.8%
31-D.House,JAC,DB,1101,0,0.0%,1036,89.0%,65,13.2%
77-A.Whitworth,CIN,OL,1101,1024,97.0%,0,0.0%,77,17.3%
79-M.Harris,MIN,OL,1099,1022,100.0,0,0.0%,77,17.5%
63-B.Fusco,MIN,OL,1097,1021,99.9%,0,0.0%,76,17.3%
76-M.Moses,WAS,OL,1096,1031,96.3%,0,0.0%,65,14.3%
65-C.Boling,CIN,OL,1094,1051,99.5%,0,0.0%,43,9.7%
38-D.Goldson,WAS,DB,1093,0,0.0%,968,91.6%,125,27.4%
3-J.Winston,TB,QB,1093,1093,99.8%,0,0.0%,0,0.0%
50-S.Anthony,NO,LB,1093,0,0.0%,990,93.0%,103,22.0%
68-T.Clemmings,MIN,OL,1092,1016,99.4%,0,0.0%,76,17.3%
52-K.Mack,OAK,LB,1091,0,0.0%,1002,87.1%,89,18.5%
61-J.Berger,MIN,OL,1091,1022,100.0,0,0.0%,69,15.7%
70-L.Mankins,TB,OL,1089,1023,93.4%,0,0.0%,66,14.8%
9-D.Brees,NO,QB,1089,1089,93.9%,0,0.0%,0,0.0%
61-R.Bodine,CIN,OL,1088,1056,100.0,0,0.0%,32,7.2%
84-A.Brown,PIT,WR,1086,1029,95.7%,0,0.0%,57,12.8%
63-D.Thomas,MIA,OL,1086,1032,99.9%,0,0.0%,54,11.7%
77-T.Smith,DAL,OL,1084,1027,100.0,0,0.0%,57,13.0%
72-T.Frederick,DAL,OL,1084,1027,100.0,0,0.0%,57,13.0%
70-Z.Martin,DAL,OL,1084,1027,100.0,0,0.0%,57,13.0%
68-D.Free,DAL,OL,1084,1027,100.0,0,0.0%,57,13.0%
52-C.Matthews,GB,LB,1083,0,0.0%,1020,97.1%,63,13.9%
32-D.McCourty,NE,DB,1082,0,0.0%,928,84.7%,154,31.2%
20-K.Coleman,CAR,DB,1082,0,0.0%,1018,92.5%,64,13.4%
25-R.Sherman,SEA,DB,1081,0,0.0%,975,98.0%,106,23.8%
22-A.Colvin,JAC,DB,1080,0,0.0%,1071,92.0%,9,1.8%
99-J.Watt,HOU,DL,1080,4,0.3%,1005,96.2%,71,14.9%
68-R.Harris,DEN,OL,1079,1006,90.7%,0,0.0%,73,15.6%
27-J.Wilcox,DAL,DB,1079,5,0.5%,821,77.7%,253,57.8%
82-J.Witten,DAL,TE,1078,1019,99.2%,0,0.0%,59,13.5%
1-C.Newton,CAR,QB,1077,1077,97.7%,0,0.0%,0,0.0%
76-B.Bell,TEN,OL,1076,1029,99.2%,0,0.0%,47,10.5%
33-W.Hill,BAL,DB,1076,0,0.0%,955,89.8%,121,25.6%
20-D.Bucannon,ARI,LB,1076,0,0.0%,995,95.0%,81,17.4%
70-E.Wood,BUF,OL,1075,1075,100.0,0,0.0%,0,0.0%
64-J.Sweezy,SEA,OL,1074,1006,93.1%,0,0.0%,68,15.2%
72-C.Wallace,PIT,OL,1074,1073,99.8%,0,0.0%,1,0.2%
39-B.Browner,NO,DB,1072,0,0.0%,1024,96.2%,48,10.3%
58-T.Davis,CAR,LB,1071,0,0.0%,1003,91.2%,68,14.3%
70-T.Lang,GB,OL,1069,1033,90.0%,0,0.0%,36,8.0%
15-B.Marshall,NYJ,WR,1067,1059,95.3%,0,0.0%,8,1.7%
38-R.Parker,KC,DB,1066,0,0.0%,1057,97.2%,9,2.0%
94-C.Jordan,NO,DL,1064,0,0.0%,981,92.1%,83,17.7%
18-R.Cobb,GB,WR,1064,1050,91.5%,0,0.0%,14,3.1%
71-E.Pears,SF,OL,1063,1015,100.0,0,0.0%,48,10.7%
56-D.Johnson,KC,LB,1063,0,0.0%,1062,97.6%,1,0.2%
82-B.Watson,NO,TE,1062,984,84.8%,0,0.0%,78,16.7%
88-G.Olsen,CAR,TE,1060,1057,95.9%,0,0.0%,3,0.6%
75-M.Kalil,MIN,OL,1059,1014,99.2%,0,0.0%,45,10.3%
50-T.Smith,JAC,LB,1059,0,0.0%,998,85.7%,61,12.3%
56-B.Cushing,HOU,LB,1059,0,0.0%,986,94.4%,73,15.4%
5-B.Bortles,JAC,QB,1058,1058,100.0,0,0.0%,0,0.0%
23-R.Alford,ATL,DB,1057,0,0.0%,908,86.5%,149,36.2%
70-B.Massie,ARI,OL,1057,979,88.8%,0,0.0%,78,16.8%
51-P.Posluszny,JAC,LB,1056,0,0.0%,980,84.2%,76,15.4%
31-B.Jones,DAL,DB,1056,0,0.0%,870,82.4%,186,42.5%
98-C.Barwin,PHI,LB,1055,0,0.0%,1051,86.6%,4,0.8%
52-D.Harris,NYJ,LB,1055,0,0.0%,973,92.4%,82,17.3%
22-T.Williams,CLE,DB,1054,0,0.0%,964,92.0%,90,20.6%
64-M.Tobin,PHI,OL,1052,982,84.9%,0,0.0%,70,14.0%
29-E.Berry,KC,DB,1052,0,0.0%,1033,94.9%,19,4.3%
57-J.Bynes,DET,LB,1051,0,0.0%,818,78.0%,233,50.9%
3-R.Wilson,SEA,QB,1050,1050,97.2%,0,0.0%,0,0.0%
78-J.Parnell,JAC,OL,1050,982,92.8%,0,0.0%,68,13.8%
21-V.Davis,IND,DB,1049,0,0.0%,1048,92.0%,1,0.2%
72-L.Tomlinson,DET,OL,1049,986,91.4%,0,0.0%,63,13.8%
14-R.Fitzpatrick,NYJ,QB,1046,1046,94.1%,0,0.0%,0,0.0%
23-D.Slay,DET,DB,1046,0,0.0%,998,95.1%,48,10.5%
89-J.Jones,GB,WR,1045,1045,91.0%,0,0.0%,0,0.0%
60-T.Robinson,SD,OL,1042,978,83.4%,0,0.0%,64,14.1%
22-M.Peters,KC,DB,1042,0,0.0%,1037,95.3%,5,1.1%
29-X.Rhodes,MIN,DB,1040,0,0.0%,1017,94.6%,23,5.2%
3-C.Palmer,ARI,QB,1039,1039,94.2%,0,0.0%,0,0.0%
54-M.Ingram,SD,LB,1038,0,0.0%,961,95.9%,77,17.0%
79-B.Brooks,HOU,OL,1038,983,82.8%,0,0.0%,55,11.6%
40-D.Breaux,NO,DB,1036,0,0.0%,944,88.6%,92,19.7%
72-K.Osemele,BAL,OL,1036,976,86.0%,0,0.0%,60,12.7%
26-B.Breeland,WAS,DB,1035,0,0.0%,912,86.3%,123,27.0%
33-M.Griffin,TEN,DB,1035,0,0.0%,940,88.8%,95,21.2%
29-E.Thomas,SEA,DB,1035,0,0.0%,978,98.3%,57,12.8%
93-N.Suh,MIA,DL,1034,0,0.0%,985,85.3%,49,10.7%
9-M.Stafford,DET,QB,1033,1033,95.7%,0,0.0%,0,0.0%
74-J.Staley,SF,OL,1031,1015,100.0,0,0.0%,16,3.6%
26-L.Ryan,NE,DB,1030,0,0.0%,978,89.3%,52,10.5%
31-M.Thomas,MIA,DB,1030,0,0.0%,696,60.3%,334,72.6%
21-A.Talib,DEN,DB,1030,0,0.0%,977,89.1%,53,11.3%
21-B.Grimes,MIA,DB,1028,0,0.0%,960,83.1%,68,14.8%
8-K.Cousins,WAS,QB,1027,1026,95.8%,0,0.0%,1,0.2%
50-K.Wright,SEA,LB,1027,0,0.0%,966,97.1%,61,13.7%
27-G.Quin,DET,DB,1027,0,0.0%,957,91.2%,70,15.3%
17-R.Tannehill,MIA,QB,1026,1026,99.3%,0,0.0%,0,0.0%
55-J.Hughes,BUF,DL,1025,0,0.0%,1007,92.5%,18,3.9%
82-G.Barnidge,CLE,TE,1024,942,85.2%,0,0.0%,82,18.8%
38-T.Carrie,OAK,DB,1022,0,0.0%,931,80.9%,91,18.9%
50-O.Vernon,MIA,DL,1021,0,0.0%,943,81.6%,78,17.0%
54-A.Williamson,TEN,LB,1020,0,0.0%,925,87.4%,95,21.2%
70-W.Richburg,NYG,OL,1020,1016,91.2%,0,0.0%,4,0.8%
29-C.Hayward,GB,DB,1020,0,0.0%,914,87.0%,106,23.5%
76-E.Flowers,NYG,OL,1018,963,86.4%,0,0.0%,55,11.0%
68-T.Lelito,NO,OL,1017,951,82.0%,0,0.0%,66,14.1%
41-R.Harper,CAR,DB,1015,0,0.0%,951,86.5%,64,13.4%
4-D.Carr,OAK,QB,1014,1014,96.0%,0,0.0%,0,0.0%
13-O.Beckham,NYG,WR,1014,998,89.6%,1,0.1%,15,3.0%
96-M.Wilkerson,NYJ,DL,1013,0,0.0%,940,89.3%,73,15.4%
76-J.Reitz,IND,OL,1013,950,86.0%,0,0.0%,63,13.0%
41-A.Blake,PIT,DB,1011,0,0.0%,921,83.0%,90,20.2%
26-R.Johnson,ARI,DB,1011,0,0.0%,845,80.7%,166,35.7%
41-D.Rodgers-Cromartie,NYG,DB,1008,0,0.0%,889,76.8%,119,23.9%
95-C.Jones,NE,DL,1007,0,0.0%,863,78.8%,144,29.2%
98-B.Orakpo,TEN,LB,1005,0,0.0%,959,90.6%,46,10.3%
73-G.Robinson,LARM/STL,OL,1005,960,99.9%,0,0.0%,45,9.7%
81-C.Johnson,DET,WR,1005,1001,92.8%,2,0.2%,2,0.4%
87-T.Kelce,KC,TE,1002,923,92.1%,0,0.0%,79,17.7%
64-T.Swanson,DET,OL,1002,949,88.0%,0,0.0%,53,11.6%
72-C.Leno,CHI,OL,1001,914,84.4%,0,0.0%,87,19.0%
22-J.Smith,BAL,DB,1001,0,0.0%,1001,94.2%,0,0.0%
54-B.Marshall,DEN,LB,1000,0,0.0%,914,83.4%,86,18.4%
67-R.Kalil,CAR,OL,1000,1000,90.7%,0,0.0%,0,0.0%
82-R.Randle,NYG,WR,999,995,89.3%,0,0.0%,4,0.8%
32-T.Mathieu,ARI,DB,999,0,0.0%,886,84.6%,113,24.3%
67-J.Pugh,NYG,OL,996,967,86.8%,0,0.0%,29,5.8%
50-R.Ninkovich,NE,DL,995,0,0.0%,891,81.4%,104,21.1%
5-T.Bridgewater,MIN,QB,994,994,97.3%,0,0.0%,0,0.0%
51-K.Minter,ARI,LB,994,0,0.0%,927,88.5%,67,14.4%
63-L.Sendlein,ARI,OL,994,994,90.1%,0,0.0%,0,0.0%
31-A.Cromartie,NYJ,DB,993,0,0.0%,898,85.3%,95,20.0%
99-A.Donald,LARM/STL,DL,992,0,0.0%,915,78.9%,77,16.6%
26-M.Barron,LARM/STL,LB,992,0,0.0%,920,79.4%,72,15.5%
20-K.Acker,SF,DB,992,0,0.0%,809,70.9%,183,40.8%
6-J.Cutler,CHI,QB,992,992,91.6%,0,0.0%,0,0.0%
68-J.Hawley,TB,OL,991,981,89.6%,0,0.0%,10,2.2%
91-S.Tuitt,PIT,DL,990,0,0.0%,872,78.6%,118,26.5%
11-A.Smith,KC,QB,989,989,98.7%,0,0.0%,0,0.0%
69-D.Bakhtiari,GB,OL,989,957,83.4%,0,0.0%,32,7.1%
11-L.Fitzgerald,ARI,WR,988,984,89.2%,0,0.0%,4,0.9%
91-F.Cox,PHI,DL,987,0,0.0%,982,81.0%,5,1.0%
7-S.Bradford,PHI,QB,987,987,85.4%,0,0.0%,0,0.0%
15-A.Robinson,JAC,WR,987,983,92.9%,0,0.0%,4,0.8%
51-D.Smith,BAL,LB,982,0,0.0%,981,92.3%,1,0.2%
28-R.Darby,BUF,DB,981,0,0.0%,914,83.9%,67,14.5%
23-T.Newman,MIN,DB,979,0,0.0%,966,89.9%,13,3.0%
14-J.Landry,MIA,WR,979,868,84.0%,0,0.0%,111,24.1%
25-D.Hayden,OAK,DB,978,0,0.0%,901,78.3%,77,16.0%
68-M.Person,ATL,OL,977,952,83.5%,0,0.0%,25,6.1%
30-B.McDougald,TB,DB,975,0,0.0%,893,81.2%,82,18.3%
22-T.Johnson,LARM/STL,DB,975,0,0.0%,906,78.2%,69,14.9%
15-G.Tate,DET,WR,975,925,85.7%,0,0.0%,50,10.9%
42-B.Church,DAL,DB,974,0,0.0%,862,81.6%,112,25.6%
23-K.Lewis,BAL,DB,974,0,0.0%,930,87.5%,44,9.3%
73-M.Newhouse,NYG,OL,972,937,84.1%,0,0.0%,35,7.0%
11-J.Jones,ATL,WR,970,970,85.1%,0,0.0%,0,0.0%
71-T.Williams,WAS,OL,968,927,86.6%,0,0.0%,41,9.0%
93-C.Campbell,ARI,DL,967,0,0.0%,816,77.9%,151,32.5%
21-D.Searcy,TEN,DB,966,0,0.0%,886,83.7%,80,17.9%
96-B.Robison,MIN,DL,964,0,0.0%,897,83.4%,67,15.3%
79-D.Shelby,MIA,DL,964,0,0.0%,836,72.4%,128,27.8%
25-J.Ward,SF,DB,963,0,0.0%,732,64.2%,231,51.6%
10-B.Cooks,NO,WR,963,959,82.7%,0,0.0%,4,0.9%
56-D.Davis,NYJ,LB,962,0,0.0%,851,80.8%,111,23.4%
76-L.Joeckel,JAC,OL,961,900,85.1%,0,0.0%,61,12.3%
75-J.Odrick,JAC,DL,957,0,0.0%,878,75.4%,79,16.0%
37-R.Allen,ATL,DB,957,0,0.0%,840,80.0%,117,28.4%
78-G.Cherilus,TB,OL,956,892,81.5%,0,0.0%,64,14.3%
61-T.Barnes,LARM/STL,OL,956,956,99.5%,0,0.0%,0,0.0%
76-D.Brown,HOU,OL,956,908,76.5%,0,0.0%,48,10.1%
94-M.Williams,BUF,DL,956,0,0.0%,885,81.3%,71,15.3%
83-H.Miller,PIT,TE,953,924,86.0%,0,0.0%,29,6.5%
11-K.Aiken,BAL,WR,951,937,82.6%,0,0.0%,14,3.0%
24-D.Revis,NYJ,DB,949,0,0.0%,888,84.3%,61,12.8%
87-R.Gronkowski,NE,TE,948,939,84.0%,0,0.0%,9,1.8%
91-R.Kerrigan,WAS,LB,945,0,0.0%,886,83.8%,59,12.9%
61-M.Morse,KC,OL,944,920,91.8%,0,0.0%,24,5.4%
54-B.Wagner,SEA,LB,943,0,0.0%,904,90.9%,39,8.7%
72-T.Armstead,NO,OL,941,929,80.1%,0,0.0%,12,2.6%
96-C.Dunlap,CIN,DL,941,0,0.0%,882,81.1%,59,13.3%
88-D.Thomas,DEN,WR,939,937,84.5%,0,0.0%,2,0.4%
77-J.Greco,CLE,OL,939,892,80.7%,0,0.0%,47,10.8%
84-R.White,ATL,WR,939,936,82.1%,0,0.0%,3,0.7%
55-P.Worrilow,ATL,LB,939,0,0.0%,873,83.1%,66,16.0%
41-W.Blackmon,WAS,DB,937,0,0.0%,786,74.4%,151,33.1%
74-N.Mangold,NYJ,OL,937,937,84.3%,0,0.0%,0,0.0%
65-L.Vasquez,DEN,OL,937,878,79.2%,0,0.0%,59,12.6%
55-B.Graham,PHI,LB,936,0,0.0%,856,70.6%,80,16.0%
79-K.Wiggins,SD,OL,935,790,67.4%,0,0.0%,145,31.9%
18-A.Green,CIN,WR,934,932,88.3%,0,0.0%,2,0.5%
13-T.Hilton,IND,WR,932,925,83.7%,0,0.0%,7,1.4%
90-K.Langford,IND,DL,930,0,0.0%,851,74.7%,79,16.3%
79-M.Schofield,DEN,OL,930,872,78.6%,0,0.0%,58,12.4%
82-K.Rudolph,MIN,TE,928,847,82.9%,0,0.0%,81,18.5%
30-K.Johnson,HOU,DB,927,0,0.0%,801,76.7%,126,26.5%
77-T.Lewan,TEN,OL,924,911,87.8%,0,0.0%,13,2.9%
5-T.Taylor,BUF,QB,923,923,85.9%,0,0.0%,0,0.0%
60-A.Cann,JAC,OL,922,861,81.4%,0,0.0%,61,12.3%
97-E.Griffen,MIN,DL,921,0,0.0%,865,80.5%,56,12.8%
81-J.Matthews,PHI,WR,920,919,79.5%,0,0.0%,1,0.2%
71-A.Smith,CIN,OL,919,884,83.7%,0,0.0%,35,7.9%
87-E.Decker,NYJ,WR,917,906,81.5%,0,0.0%,11,2.3%
11-T.Benjamin,CLE,WR,916,851,76.9%,0,0.0%,65,14.9%
89-A.Cooper,OAK,WR,915,900,85.2%,0,0.0%,15,3.1%
31-B.Maxwell,PHI,DB,913,0,0.0%,908,74.9%,5,1.0%
10-E.Sanders,DEN,WR,912,859,77.5%,0,0.0%,53,11.3%
76-R.Okung,SEA,OL,910,851,78.8%,0,0.0%,59,13.2%
26-D.Stewart,DEN,DB,908,0,0.0%,848,77.4%,60,12.8%
24-A.Jones,CIN,DB,908,0,0.0%,855,78.6%,53,11.9%
35-D.Shead,SEA,DB,907,0,0.0%,616,61.9%,291,65.2%
54-J.Casillas,NYG,LB,906,0,0.0%,673,58.1%,233,46.8%
82-M.Jones,CIN,WR,905,901,85.3%,0,0.0%,4,0.9%
51-W.Compton,WAS,LB,904,0,0.0%,715,67.6%,189,41.4%
61-S.Long,WAS,OL,904,843,78.7%,0,0.0%,61,13.4%
90-M.Johnson,CIN,DL,904,0,0.0%,848,77.9%,56,12.6%
22-T.Jefferson,ARI,DB,904,0,0.0%,756,72.2%,148,31.8%
72-E.Fisher,KC,OL,903,826,82.4%,0,0.0%,77,17.3%
74-A.Castonzo,IND,OL,903,897,81.2%,0,0.0%,6,1.2%
67-J.Kline,NE,OL,902,865,77.4%,0,0.0%,37,7.5%
21-L.Webb,BAL,DB,901,0,0.0%,889,83.6%,12,2.5%
34-A.Sendejo,MIN,DB,900,0,0.0%,777,72.3%,123,28.0%
29-M.Adams,IND,DB,899,0,0.0%,830,72.9%,69,14.3%
97-M.Jackson,DEN,DL,899,0,0.0%,825,75.3%,74,15.8%
29-J.Tartt,SF,DB,898,0,0.0%,721,63.2%,177,39.5%
99-J.Casey,TEN,DL,892,0,0.0%,826,78.1%,66,14.7%
20-W.Allen,PIT,DB,892,0,0.0%,814,73.4%,78,17.5%
93-T.Murphy,WAS,LB,891,0,0.0%,671,63.5%,220,48.2%
59-W.Mercilus,HOU,LB,891,0,0.0%,741,70.9%,150,31.6%
57-V.Rey,CIN,LB,890,0,0.0%,728,66.9%,162,36.5%
76-L.Duvernay-Tardif,KC,OL,889,807,80.5%,0,0.0%,82,18.4%
29-A.Hal,HOU,DB,889,0,0.0%,725,69.4%,164,34.5%
29-D.Amerson,OAK,DB,887,0,0.0%,871,75.7%,16,3.3%
92-L.Williams,NYJ,DL,887,0,0.0%,809,76.8%,78,16.4%
50-S.Lee,DAL,LB,885,0,0.0%,814,77.1%,71,16.2%
91-M.Lawson,BUF,LB,885,0,0.0%,701,64.4%,184,39.7%
76-S.Vollmer,NE,OL,884,816,73.0%,0,0.0%,68,13.8%
52-K.Sheppard,MIA,LB,884,0,0.0%,709,61.4%,175,38.0%
69-E.Mathis,DEN,OL,882,809,72.9%,0,0.0%,73,15.6%
74-A.Marpet,TB,OL,881,824,75.3%,0,0.0%,57,12.8%
55-A.Barr,MIN,LB,881,0,0.0%,829,77.1%,52,11.8%
91-C.Upshaw,BAL,LB,881,0,0.0%,799,75.2%,82,17.4%
74-J.Fox,MIA,OL,880,829,80.3%,0,0.0%,51,11.1%
24-J.Joseph,HOU,DB,879,0,0.0%,876,83.8%,3,0.6%
68-A.Norwell,CAR,OL,879,818,74.2%,0,0.0%,61,12.8%
58-K.Alexander,TB,LB,878,0,0.0%,816,74.2%,62,13.9%
25-J.Powers,ARI,DB,878,0,0.0%,785,75.0%,93,20.0%
93-G.McCoy,TB,DL,873,0,0.0%,802,72.9%,71,15.9%
10-D.Moncrief,IND,WR,873,836,75.7%,0,0.0%,37,7.6%
59-C.Jones,CHI,LB,873,0,0.0%,745,72.2%,128,28.0%
76-D.Fluker,SD,OL,872,864,73.7%,0,0.0%,8,1.8%
76-M.Iupati,ARI,OL,872,814,73.8%,0,0.0%,58,12.5%
86-Z.Ertz,PHI,TE,871,788,68.2%,0,0.0%,83,16.6%
23-D.Randall,GB,DB,870,0,0.0%,755,71.8%,115,25.4%
70-C.Warmack,TEN,OL,869,833,80.3%,0,0.0%,36,8.0%
88-A.Hurns,JAC,WR,869,865,81.8%,0,0.0%,4,0.8%
77-A.Howard,OAK,OL,868,815,77.2%,0,0.0%,53,11.0%
33-M.Hyde,GB,DB,867,0,0.0%,652,62.0%,215,47.6%
89-D.Baldwin,SEA,WR,866,798,73.9%,0,0.0%,68,15.2%
38-E.Biggers,PHI,DB,865,0,0.0%,563,46.4%,302,60.4%
59-T.Whitehead,DET,LB,865,0,0.0%,588,56.1%,277,60.5%
13-M.Evans,TB,WR,861,857,78.3%,0,0.0%,4,0.9%
59-A.Lynch,SF,LB,858,0,0.0%,796,69.8%,62,13.8%
69-H.Thornton,IND,OL,858,804,72.8%,0,0.0%,54,11.2%
25-B.Benwikere,CAR,DB,857,0,0.0%,788,71.6%,69,14.5%
